# Soil Total Carbon and Nitrogen - Surface,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,
# Original Data Source: http://lter.kbs.msu.edu/datatables/68,,,,,,,,,,,,,,,
# The newest version of the data http://lter.kbs.msu.edu/datatables/68.csv,,,,,,,,,,,,,,,
# Full EML Metadata: http://lter.kbs.msu.edu/datatables/27.eml,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,
# These Data are copyrighted and use in a publication requires permission,,,,,,,,,,,,,,,
# as detailed in our Terms of use:  http://lter.kbs.msu.edu/data/terms-of-use/,,,,,,,,,,,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,
#     VARIATE TABLE,,,,,,,,,,,,,,,
"# sample_date		date of sampling",,,,,,,,,,,,,,,
"# treatment		treatment",,,,,,,,,,,,,,,
"# replicate		replicate block",,,,,,,,,,,,,,,
"# n	number	number of analytical sample replicates",,,,,,,,,,,,,,,
"# mean_c	gramsPerHectograms	mean percent carbon",,,,,,,,,,,,,,,
"# sd_c	gramsPerHectograms	standard deviation percent carbon",,,,,,,,,,,,,,,
"# mean_n	gramsPerHectograms	mean percent nitrogen",,,,,,,,,,,,,,,
"# mean_cn	gramsPerHectograms	standard deviation percent nitrogen",,,,,,,,,,,,,,,
"# sd_n	dimensionless	undescribed",,,,,,,,,,,,,,,
"# sd_cn	gramsPerGram	ratio:  mean C divided by mean N",,,,,,,,,,,,,,,
"# year		year in which the date occurs",,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,
#,,,number,gramsPerHectograms,gramsPerHectograms,gramsPerHectograms,gramsPerHectograms,dimensionless,gramsPerGram,,,,,,
sample_date,treatment,replicate,n,mean_c,sd_c,mean_n,mean_cn,sd_n,sd_cn,year,,,,,
4/22/1993,8,3,,0.31,,0.02,,10.9,,1993,,15.5,,,
4/22/1993,8,2,,0.39,,0.03,,11.1,,1993,,13,,,
4/22/1993,8,1,,0.28,,0.02,,10.6,,1993,,14,,,
4/22/1993,7,6,,0.38,,0.04,,9.4,,1993,,9.5,,,
4/22/1993,7,5,,0.28,,0.03,,8.2,,1993,,9.333333333,,,
4/22/1993,7,4,,0.33,,0.03,,9.4,,1993,,11,,,
4/22/1993,7,3,,0.28,,0.02,,9.8,,1993,,14,,,
4/22/1993,7,2,,0.24,,0.02,,9,,1993,,12,,,
4/22/1993,7,1,,0.16,,0.01,,8.8,,1993,,16,,,
4/22/1993,6,6,,0.25,,0.02,,8.4,,1993,,12.5,,,
4/22/1993,6,5,,0.28,,0.03,,8.3,,1993,,9.333333333,,,
4/22/1993,6,4,,0.31,,0.03,,9.1,,1993,,10.33333333,,,
4/22/1993,6,3,,0.3,,0.03,,9.3,,1993,,10,,,
4/22/1993,6,2,,0.26,,0.03,,8.9,,1993,,8.666666667,,,
4/22/1993,6,1,,0.28,,0.03,,9,,1993,,9.333333333,,,
4/22/1993,5,6,,0.38,,0.04,,9.6,,1993,,9.5,,,
4/22/1993,5,5,,0.26,,0.02,,9.4,,1993,,13,,,
4/22/1993,5,4,,0.24,,0.02,,9.6,,1993,,12,,,
4/22/1993,5,3,,0.15,,0.01,,8.6,,1993,,15,,,
4/22/1993,5,2,,0.22,,0.02,,9.9,,1993,,11,,,
4/22/1993,5,1,,0.27,,0.02,,9.9,,1993,,13.5,,,
4/22/1993,4,6,,0.3,,0.03,,8.8,,1993,,10,,,
4/22/1993,4,5,,0.29,,0.03,,8.6,,1993,,9.666666667,,,
4/14/1992,6,6,,0.93,,0.1,,9.1,,1992,,9.3,,,
4/14/1992,8,4,,1.67,,0.15,,10.8,,1992,,11.13333333,,,
4/14/1992,8,3,,1.4,,0.11,,12.5,,1992,,12.72727273,,,
4/14/1992,8,2,,1.34,,0.11,,11.7,,1992,,12.18181818,,,
4/14/1992,8,1,,1.49,,0.12,,12.1,,1992,,12.41666667,,,
4/14/1992,7,6,,0.94,,0.1,,8.9,,1992,,9.4,,,
4/14/1992,7,5,,0.9,,0.09,,9.1,,1992,,10,,,
4/14/1992,7,4,,1,,0.1,,9.3,,1992,,10,,,
4/14/1992,7,3,,0.94,,0.09,,10.4,,1992,,10.44444444,,,
4/14/1992,7,2,,1,,0.1,,9.4,,1992,,10,,,
4/14/1992,7,1,,0.65,,0.06,,10.4,,1992,,10.83333333,,,
4/14/1992,6,5,,0.99,,0.11,,9,,1992,,9,,,
4/14/1992,6,4,,0.76,,0.08,,8.9,,1992,,9.5,,,
4/14/1992,6,3,,0.8,,0.08,,9.9,,1992,,10,,,
4/14/1992,6,2,,0.86,,0.08,,9.7,,1992,,10.75,,,
4/14/1992,6,1,,0.9,,0.09,,9.9,,1992,,10,,,
4/14/1992,5,6,,1.2,,0.12,,9.7,,1992,,10,,,
4/14/1992,5,5,,0.8,,0.08,,9.4,,1992,,10,,,
4/14/1992,5,4,,0.87,,0.09,,9.5,,1992,,9.666666667,,,
4/14/1992,5,3,,0.66,,0.06,,9.6,,1992,,11,,,
4/14/1992,5,2,,0.69,,0.06,,10.4,,1992,,11.5,,,
4/14/1992,5,1,,0.94,,0.09,,10.5,,1992,,10.44444444,,,
4/14/1992,4,6,,0.97,,0.1,,9.3,,1992,,9.7,,,
4/14/1992,4,5,,0.99,,0.1,,9.1,,1992,,9.9,,,
4/14/1992,4,4,,1.05,,0.09,,10.8,,1992,,11.66666667,,,
4/14/1992,4,3,,1,,0.09,,10.4,,1992,,11.11111111,,,
4/14/1992,4,2,,0.89,,0.09,,9.7,,1992,,9.888888889,,,
4/14/1992,4,1,,0.87,,0.09,,9.6,,1992,,9.666666667,,,
4/14/1992,3,6,,0.86,,0.09,,8.8,,1992,,9.555555556,,,
4/14/1992,3,5,,1.13,,0.11,,9.8,,1992,,10.27272727,,,
4/14/1992,3,4,,0.97,,0.09,,10.6,,1992,,10.77777778,,,
4/14/1992,3,3,,0.9,,0.09,,9.7,,1992,,10,,,
4/14/1992,3,2,,0.83,,0.08,,10.2,,1992,,10.375,,,
4/14/1992,3,1,,0.8,,0.08,,9.9,,1992,,10,,,
4/14/1992,2,6,,0.91,,0.09,,9.2,,1992,,10.11111111,,,
4/14/1992,2,5,,0.85,,0.09,,8.9,,1992,,9.444444444,,,
4/14/1992,2,4,,1.01,,0.09,,10.6,,1992,,11.22222222,,,
4/14/1992,2,3,,1.03,,0.1,,10.1,,1992,,10.3,,,
4/14/1992,2,2,,0.67,,0.06,,9.8,,1992,,11.16666667,,,
4/14/1992,2,1,,0.87,,0.09,,9.5,,1992,,9.666666667,,,
4/14/1992,1,6,,0.72,,0.08,,8.8,,1992,,9,,,
4/14/1992,1,5,,0.81,,0.09,,8.9,,1992,,9,,,
4/14/1992,1,4,,0.68,,0.07,,9.7,,1992,,9.714285714,,,
4/14/1992,1,3,,1.07,,0.1,,10.5,,1992,,10.7,,,
4/14/1992,1,2,,0.79,,0.07,,10.5,,1992,,11.28571429,,,
4/14/1992,1,1,,0.63,,0.06,,9.4,,1992,,10.5,,,
4/22/1991,5,5,,0.74,,0.09,,8.2,,1991,,8.222222222,,,
4/22/1991,5,4,,0.83,,0.09,,8.7,,1991,,9.222222222,,,
4/22/1991,5,3,,0.81,,0.09,,8.7,,1991,,9,,,
4/22/1991,5,2,,0.75,,0.08,,8.9,,1991,,9.375,,,
4/22/1991,5,1,,0.9,,0.09,,9.2,,1991,,10,,,
4/22/1991,4,6,,0.85,,0.09,,8.7,,1991,,9.444444444,,,
4/22/1991,4,5,,0.83,,0.1,,8,,1991,,8.3,,,
4/22/1991,4,4,,0.75,,0.09,,8.3,,1991,,8.333333333,,,
4/22/1991,4,3,,0.93,,0.1,,8.8,,1991,,9.3,,,
4/22/1991,4,2,,0.88,,0.09,,9,,1991,,9.777777778,,,
4/22/1991,4,1,,1.1,,0.12,,9,,1991,,9.166666667,,,
4/22/1991,3,6,,0.74,,0.09,,7.7,,1991,,8.222222222,,,
4/22/1991,3,5,,0.95,,0.1,,8.7,,1991,,9.5,,,
4/22/1991,3,4,,0.82,,0.09,,8.4,,1991,,9.111111111,,,
4/22/1991,3,3,,0.82,,0.09,,8.5,,1991,,9.111111111,,,
4/22/1991,3,2,,1.08,,0.11,,9.3,,1991,,9.818181818,,,
4/22/1991,3,1,,0.9,,0.09,,9.4,,1991,,10,,,
4/22/1991,2,6,,0.9,,0.1,,8.9,,1991,,9,,,
4/22/1991,2,5,,0.88,,0.09,,9,,1991,,9.777777778,,,
4/22/1991,2,4,,1.07,,0.11,,9.1,,1991,,9.727272727,,,
4/22/1991,2,3,,1.07,,0.11,,9,,1991,,9.727272727,,,
4/22/1991,2,2,,0.78,,0.09,,8.3,,1991,,8.666666667,,,
4/22/1991,2,1,,1.02,,0.11,,9.1,,1991,,9.272727273,,,
4/22/1991,1,6,,0.6,,0.07,,7.7,,1991,,8.571428571,,,
4/22/1991,1,5,,0.84,,0.09,,8.7,,1991,,9.333333333,,,
4/22/1991,1,4,,0.8,,0.09,,8.4,,1991,,8.888888889,,,
4/22/1991,1,3,,1.16,,0.12,,9.2,,1991,,9.666666667,,,
4/22/1991,1,2,,0.91,,0.1,,8.9,,1991,,9.1,,,
4/22/1991,1,1,,0.76,,0.08,,8.7,,1991,,9.5,,,
4/22/1991,7,1,,0.64,,0.07,,8.3,,1991,,9.142857143,,,
4/22/1991,6,6,,1.02,,0.11,,9,,1991,,9.272727273,,,
4/22/1991,6,5,,1.01,,0.11,,8.7,,1991,,9.181818182,,,
4/22/1991,6,4,,0.84,,0.1,,8.2,,1991,,8.4,,,
4/22/1991,6,3,,1.01,,0.11,,8.8,,1991,,9.181818182,,,
4/22/1991,8,4,,1.18,,0.12,,9.5,,1991,,9.833333333,,,
4/22/1991,6,2,,0.94,,0.11,,8.5,,1991,,8.545454545,,,
4/22/1991,6,1,,1.09,,0.11,,9.4,,1991,,9.909090909,,,
4/22/1991,5,6,,1.31,,0.13,,9.6,,1991,,10.07692308,,,
4/22/1991,7,2,,0.89,,0.1,,8.6,,1991,,8.9,,,
4/22/1991,7,3,,0.85,,0.09,,8.6,,1991,,9.444444444,,,
4/22/1991,7,4,,1.02,,0.1,,9.5,,1991,,10.2,,,
4/22/1991,7,5,,0.77,,0.09,,8,,1991,,8.555555556,,,
4/22/1991,7,6,,1.15,,0.13,,8.9,,1991,,8.846153846,,,
4/22/1991,8,1,,1.23,,0.11,,10.4,,1991,,11.18181818,,,
4/22/1991,8,2,,1.39,,0.12,,10.8,,1991,,11.58333333,,,
4/22/1991,8,3,,1.59,,0.15,,10.1,,1991,,10.6,,,
9/18/1990,5,5,,0.76,,0.08,,8.7,,1990,,9.5,,,
9/18/1990,8,4,,1.38,,0.13,,10,,1990,,10.61538462,,,
9/18/1990,8,3,,1.62,,0.14,,11.4,,1990,,11.57142857,,,
9/18/1990,8,2,,1.52,,0.14,,10.6,,1990,,10.85714286,,,
9/18/1990,8,1,,1.71,,0.16,,10.6,,1990,,10.6875,,,
9/18/1990,7,6,,1.03,,0.11,,8.7,,1990,,9.363636364,,,
9/18/1990,7,5,,0.88,,0.1,,8.3,,1990,,8.8,,,
9/18/1990,7,4,,0.77,,0.09,,8,,1990,,8.555555556,,,
9/18/1990,7,3,,0.88,,0.1,,8.7,,1990,,8.8,,,
9/18/1990,7,2,,0.8,,0.09,,8.2,,1990,,8.888888889,,,
9/18/1990,7,1,,0.62,,0.07,,8.2,,1990,,8.857142857,,,
9/18/1990,6,6,,0.79,,0.09,,8.5,,1990,,8.777777778,,,
9/18/1990,6,5,,0.82,,0.1,,7.9,,1990,,8.2,,,
9/18/1990,6,4,,0.83,,0.09,,9,,1990,,9.222222222,,,
9/18/1990,3,6,,0.81,,0.1,,7.9,,1990,,8.1,,,
9/18/1990,3,5,,0.95,,0.1,,9.3,,1990,,9.5,,,
9/18/1990,3,4,,0.81,,0.09,,8.9,,1990,,9,,,
9/18/1990,3,3,,0.89,,0.1,,8.8,,1990,,8.9,,,
9/18/1990,3,2,,0.7,,0.07,,9.1,,1990,,10,,,
9/18/1990,3,1,,0.73,,0.08,,8.6,,1990,,9.125,,,
9/18/1990,2,6,,0.92,,0.1,,8.7,,1990,,9.2,,,
9/18/1990,2,5,,0.82,,0.1,,8.2,,1990,,8.2,,,
9/18/1990,2,4,,1.04,,0.11,,8.9,,1990,,9.454545455,,,
9/18/1990,2,3,,1.11,,0.12,,9.1,,1990,,9.25,,,
9/18/1990,6,3,,0.82,,0.09,,8.5,,1990,,9.111111111,,,
9/18/1990,2,2,,0.67,,0.08,,8.4,,1990,,8.375,,,
9/18/1990,2,1,,0.87,,0.1,,8.6,,1990,,8.7,,,
9/18/1990,1,6,,0.63,,0.08,,7.9,,1990,,7.875,,,
9/18/1990,1,5,,0.79,,0.09,,8.5,,1990,,8.777777778,,,
9/18/1990,1,4,,0.75,,0.08,,8.9,,1990,,9.375,,,
9/18/1990,1,3,,1.07,,0.12,,8.7,,1990,,8.916666667,,,
9/18/1990,1,2,,0.88,,0.1,,8.8,,1990,,8.8,,,
9/18/1990,1,1,,0.71,,0.08,,8.6,,1990,,8.875,,,
9/18/1990,4,1,,0.96,,0.1,,9.4,,1990,,9.6,,,
9/18/1990,4,2,,0.87,,0.1,,8.5,,1990,,8.7,,,
9/18/1990,4,3,,0.9,,0.1,,8.9,,1990,,9,,,
9/18/1990,4,4,,0.79,,0.09,,8.3,,1990,,8.777777778,,,
9/18/1990,4,5,,0.75,,0.09,,8.2,,1990,,8.333333333,,,
9/18/1990,4,6,,0.78,,0.09,,8.5,,1990,,8.666666667,,,
9/18/1990,5,1,,0.82,,0.09,,9,,1990,,9.111111111,,,
9/18/1990,5,2,,0.66,,0.08,,7.9,,1990,,8.25,,,
9/18/1990,5,3,,0.6,,0.07,,8,,1990,,8.571428571,,,
9/18/1990,5,4,,0.73,,0.08,,8.5,,1990,,9.125,,,
9/18/1990,5,6,,1.29,,0.13,,9.3,,1990,,9.923076923,,,
9/18/1990,6,1,,0.92,,0.1,,9.1,,1990,,9.2,,,
9/18/1990,6,2,,0.73,,0.09,,8,,1990,,8.111111111,,,
10/29/1989,2,5,,1.14,,0.11,,10.4,,1989,,10.36363636,,,
10/29/1989,8,4,,2.35,,0.19,,12,,1989,,12.36842105,,,
10/29/1989,8,3,,2.37,,0.21,,11.3,,1989,,11.28571429,,,
10/29/1989,8,2,,2.49,,0.2,,12.3,,1989,,12.45,,,
10/29/1989,8,1,,2.14,,0.19,,10.8,,1989,,11.26315789,,,
10/29/1989,7,6,,1.4,,0.12,,11,,1989,,11.66666667,,,
10/29/1989,7,5,,1.22,,0.1,,11.3,,1989,,12.2,,,
10/29/1989,7,4,,1.12,,0.1,,11,,1989,,11.2,,,
10/29/1989,7,3,,1,,0.11,,8.8,,1989,,9.090909091,,,
10/29/1989,7,2,,0.89,,0.11,,8.1,,1989,,8.090909091,,,
10/29/1989,7,1,,0.73,,0.08,,8.7,,1989,,9.125,,,
10/29/1989,6,6,,1.17,,0.1,,10.9,,1989,,11.7,,,
10/29/1989,6,5,,1.1,,0.1,,10.6,,1989,,11,,,
10/29/1989,1,2,,0.82,,0.1,,8,,1989,,8.2,,,
10/29/1989,6,3,,0.97,,0.11,,8.5,,1989,,8.818181818,,,
10/29/1989,6,2,,0.79,,0.09,,8.2,,1989,,8.777777778,,,
10/29/1989,6,1,,1.06,,0.1,,10.5,,1989,,10.6,,,
10/29/1989,5,6,,1.35,,0.12,,10.7,,1989,,11.25,,,
10/29/1989,5,5,,0.79,,0.09,,8.4,,1989,,8.777777778,,,
10/29/1989,5,4,,0.77,,0.1,,7.5,,1989,,7.7,,,
10/29/1989,5,3,,0.72,,0.09,,7.3,,1989,,8,,,
10/29/1989,5,2,,0.65,,0.08,,7.3,,1989,,8.125,,,
10/29/1989,5,1,,0.88,,0.1,,8.6,,1989,,8.8,,,
10/29/1989,4,4,,1.08,,0.12,,8.7,,1989,,9,,,
10/29/1989,4,6,,1.19,,0.1,,10.9,,1989,,11.9,,,
10/29/1989,1,1,,0.79,,0.09,,8.5,,1989,,8.777777778,,,
10/29/1989,4,3,,1.08,,0.12,,8.9,,1989,,9,,,
10/29/1989,4,2,,1.03,,0.12,,8.5,,1989,,8.583333333,,,
10/29/1989,4,1,,1.1,,0.11,,9.3,,1989,,10,,,
10/29/1989,3,6,,1.18,,0.11,,10.6,,1989,,10.72727273,,,
10/29/1989,3,5,,1.11,,0.1,,10.9,,1989,,11.1,,,
10/29/1989,3,4,,0.97,,0.12,,8.1,,1989,,8.083333333,,,
10/29/1989,3,3,,0.94,,0.11,,8.6,,1989,,8.545454545,,,
10/29/1989,3,2,,1.08,,0.09,,11.3,,1989,,12,,,
10/29/1989,6,4,,1.02,,0.09,,10.5,,1989,,11.33333333,,,
10/29/1989,2,6,,1.24,,0.11,,10.8,,1989,,11.27272727,,,
10/29/1989,3,1,,0.86,,0.09,,8.6,,1989,,9.555555556,,,
10/29/1989,2,4,,1.09,,0.12,,8.8,,1989,,9.083333333,,,
10/29/1989,2,3,,1.27,,0.14,,8.7,,1989,,9.071428571,,,
10/29/1989,2,2,,0.75,,0.09,,8.2,,1989,,8.333333333,,,
10/29/1989,2,1,,1.05,,0.11,,9.2,,1989,,9.545454545,,,
10/29/1989,1,6,,0.95,,0.08,,10.8,,1989,,11.875,,,
10/29/1989,1,5,,0.98,,0.09,,10.6,,1989,,10.88888889,,,
10/29/1989,1,4,,0.81,,0.1,,7.9,,1989,,8.1,,,
10/29/1989,1,3,,1.12,,0.12,,8.7,,1989,,9.333333333,,,
10/29/1989,4,5,,1.27,,0.11,,11,,1989,,11.54545455,,,
6/21/1989,8,4,,1.65,,0.15,,10.9,,1989,,11,,,
6/21/1989,4,5,,1.02,,0.1,,10.1,,1989,,10.2,,,
6/21/1989,4,4,,0.97,,0.09,,9.7,,1989,,10.77777778,,,
6/21/1989,4,3,,1.13,,0.11,,10.2,,1989,,10.27272727,,,
6/21/1989,4,2,,0.96,,0.1,,9.6,,1989,,9.6,,,
6/21/1989,4,6,,1.02,,0.1,,9.4,,1989,,10.2,,,
6/21/1989,5,1,,0.93,,0.09,,9.5,,1989,,10.33333333,,,
6/21/1989,5,2,,0.65,,0.07,,9.2,,1989,,9.285714286,,,
6/21/1989,5,3,,0.65,,0.07,,9.1,,1989,,9.285714286,,,
6/21/1989,5,4,,0.74,,0.08,,9,,1989,,9.25,,,
6/21/1989,5,5,,0.95,,0.09,,10,,1989,,10.55555556,,,
6/21/1989,5,6,,1.24,,0.12,,9.7,,1989,,10.33333333,,,
6/21/1989,6,1,,1.02,,0.1,,9.9,,1989,,10.2,,,
6/21/1989,6,2,,0.78,,0.08,,9.5,,1989,,9.75,,,
6/21/1989,4,1,,1.13,,0.11,,9.8,,1989,,10.27272727,,,
6/21/1989,3,6,,0.91,,0.09,,9.5,,1989,,10.11111111,,,
6/21/1989,3,5,,1.02,,0.1,,9.5,,1989,,10.2,,,
6/21/1989,3,4,,0.97,,0.09,,10.4,,1989,,10.77777778,,,
6/21/1989,3,3,,1.13,,0.1,,10.3,,1989,,11.3,,,
6/21/1989,3,2,,0.79,,0.08,,9.5,,1989,,9.875,,,
6/21/1989,3,1,,0.89,,0.08,,10.1,,1989,,11.125,,,
6/21/1989,2,6,,1.03,,0.1,,9.9,,1989,,10.3,,,
6/21/1989,2,5,,0.92,,0.1,,9.2,,1989,,9.2,,,
6/21/1989,2,4,,1.14,,0.11,,9.7,,1989,,10.36363636,,,
6/21/1989,2,3,,1.24,,0.12,,10.1,,1989,,10.33333333,,,
6/21/1989,2,2,,0.66,,0.07,,8.7,,1989,,9.428571429,,,
6/21/1989,2,1,,0.96,,0.09,,9.7,,1989,,10.66666667,,,
6/21/1989,1,6,,0.74,,0.08,,9.2,,1989,,9.25,,0.898333333,10.00900488
6/21/1989,1,5,,0.83,,0.09,,8.9,,1989,,9.222222222,,,
6/21/1989,1,4,,0.75,,0.07,,9.5,,1989,,10.71428571,,,
6/21/1989,1,3,,1.29,,0.13,,9.9,,1989,,9.923076923,,,
6/21/1989,1,2,,0.94,,0.09,,9.6,,1989,,10.44444444,,,
6/21/1989,1,1,,0.84,,0.08,,9.9,,1989,,10.5,,,
6/21/1989,6,3,,0.95,,0.09,,9.7,,1989,,10.55555556,,,
6/21/1989,6,4,,0.87,,0.09,,9.1,,1989,,9.666666667,,,
6/21/1989,6,5,,0.96,,0.1,,9.3,,1989,,9.6,,,
6/21/1989,6,6,,0.87,,0.09,,9.4,,1989,,9.666666667,,,
6/21/1989,7,1,,0.64,,0.06,,9.4,,1989,,10.66666667,,,
6/21/1989,7,2,,1.02,,0.1,,9.6,,1989,,10.2,,,
6/21/1989,7,3,,1.06,,0.09,,10.7,,1989,,11.77777778,,,
6/21/1989,7,4,,0.8,,0.08,,9.1,,1989,,10,,,
6/21/1989,7,5,,1.05,,0.11,,9,,1989,,9.545454545,,,
6/21/1989,7,6,,1.23,,0.13,,9.4,,1989,,9.461538462,,,
6/21/1989,8,1,,1.96,,0.16,,11.6,,1989,,12.25,,,
6/21/1989,8,2,,2.09,,0.17,,12.1,,1989,,12.29411765,,,
6/21/1989,8,3,,1.76,,0.15,,11.2,,1989,,11.73333333,,,
