# Soil Temperature - with Trace Gas Sampling,,,,
#,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/167,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/167.csv,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/16.eml,,,,
#,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,
# Use of the data constitutes acceptance of the terms.,,,,
#,,,,
#     VARIATE TABLE,,,,
"# date		date the measurement was taken",,,,
"# treatment		treatment the measurement was made from",,,,
"# replicate		replicate the measurement was made from",,,,
"# soil_temperature	celsius	soil temperature at 10 cm",,,,
"# year		year the measurement was taken",,,,
#,,,,
#,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,
#,,,,
#,,,celsius,
date,treatment,replicate,soil_temperature,year
8/10/1998,T2,R4,,1998
8/10/1998,T4,R1,,1998
8/10/1998,T4,R2,,1998
8/10/1998,T4,R3,,1998
8/10/1998,T4,R4,,1998
8/10/1998,T7,R1,,1998
8/10/1998,T7,R2,,1998
8/10/1998,T7,R3,,1998
8/10/1998,T7,R4,,1998
8/10/1998,T8,R1,,1998
8/10/1998,T8,R2,,1998
8/10/1998,T8,R3,,1998
8/10/1998,T8,R4,,1998
8/10/1998,TDF,R1,,1998
8/10/1998,TDF,R2,,1998
8/10/1998,TDF,R3,,1998
10/9/1998,T1,R1,,1998
10/9/1998,T1,R2,,1998
10/9/1998,T1,R3,,1998
10/9/1998,T1,R4,,1998
10/9/1998,T2,R1,,1998
10/9/1998,T2,R2,,1998
10/9/1998,T2,R3,,1998
10/9/1998,T2,R4,,1998
10/9/1998,T4,R1,,1998
10/9/1998,T4,R2,,1998
10/9/1998,T4,R3,,1998
10/9/1998,T4,R4,,1998
10/9/1998,T7,R1,,1998
10/9/1998,T7,R2,,1998
10/9/1998,T7,R3,,1998
10/9/1998,T7,R4,,1998
10/9/1998,T8,R1,,1998
10/9/1998,T8,R2,,1998
10/9/1998,T8,R3,,1998
10/9/1998,T8,R4,,1998
10/9/1998,TDF,R1,,1998
10/9/1998,TDF,R2,,1998
10/9/1998,TDF,R3,,1998
4/6/1999,T1,R1,15,1999
4/6/1999,T1,R2,12,1999
4/6/1999,T1,R3,12,1999
4/6/1999,T1,R4,12,1999
4/6/1999,T2,R1,12,1999
4/6/1999,T2,R2,17,1999
4/6/1999,T2,R3,15,1999
4/6/1999,T2,R4,15,1999
4/6/1999,T3,R1,12,1999
4/6/1999,T3,R2,14,1999
4/6/1999,T3,R3,12,1999
4/6/1999,T3,R4,,1999
4/6/1999,T4,R1,11,1999
4/6/1999,T4,R2,10,1999
4/6/1999,T4,R3,12,1999
4/6/1999,T4,R4,11,1999
4/6/1999,T5,R1,10,1999
4/6/1999,T5,R2,10,1999
4/6/1999,T5,R3,10,1999
4/6/1999,T5,R4,11,1999
4/6/1999,T6,R1,12,1999
4/6/1999,T6,R2,12,1999
4/6/1999,T6,R3,12,1999
4/6/1999,T6,R4,12,1999
4/6/1999,T7,R1,12,1999
4/6/1999,T7,R2,12,1999
4/6/1999,T7,R3,12,1999
4/6/1999,T7,R4,11,1999
4/6/1999,TDF,R1,,1999
4/6/1999,TDF,R2,12,1999
4/6/1999,TDF,R3,10,1999
4/20/1999,T1,R1,6,1999
4/20/1999,T1,R2,6,1999
4/20/1999,T1,R3,5,1999
4/20/1999,T1,R4,7,1999
4/20/1999,T2,R1,5,1999
4/20/1999,T2,R2,6,1999
4/20/1999,T2,R3,6,1999
4/20/1999,T2,R4,14,1999
4/20/1999,T3,R1,6,1999
4/20/1999,T3,R2,5,1999
4/20/1999,T3,R3,5,1999
4/20/1999,T3,R4,6,1999
4/20/1999,T4,R1,5,1999
4/20/1999,T4,R2,5,1999
4/20/1999,T4,R3,6,1999
4/20/1999,T4,R4,6,1999
4/20/1999,T5,R1,5,1999
4/20/1999,T5,R2,6,1999
4/20/1999,T5,R3,5,1999
4/20/1999,T5,R4,6,1999
4/20/1999,T6,R1,5,1999
4/20/1999,T6,R2,7,1999
4/20/1999,T6,R3,5,1999
4/20/1999,T6,R4,6,1999
4/20/1999,T7,R1,6,1999
4/20/1999,T7,R2,7,1999
4/20/1999,T7,R3,6,1999
4/20/1999,T7,R4,7,1999
4/20/1999,TDF,R1,,1999
4/20/1999,TDF,R2,5,1999
4/20/1999,TDF,R3,6,1999
5/18/1999,T1,R1,17,1999
5/18/1999,T1,R2,17,1999
5/18/1999,T1,R3,18,1999
5/18/1999,T1,R4,18,1999
5/18/1999,T2,R1,17,1999
5/18/1999,T2,R2,17,1999
5/18/1999,T2,R3,17,1999
5/18/1999,T2,R4,18,1999
5/18/1999,T3,R1,16,1999
5/18/1999,T3,R2,17,1999
5/18/1999,T3,R3,18,1999
5/18/1999,T3,R4,17,1999
5/18/1999,T4,R1,16,1999
5/18/1999,T4,R2,16,1999
5/18/1999,T4,R3,17,1999
5/18/1999,T4,R4,18,1999
5/18/1999,T5,R1,16,1999
5/18/1999,T5,R2,17,1999
5/18/1999,T5,R3,18,1999
5/18/1999,T5,R4,17,1999
5/18/1999,T6,R1,17,1999
5/18/1999,T6,R2,18,1999
5/18/1999,T6,R3,18,1999
5/18/1999,T6,R4,18,1999
5/18/1999,T7,R1,17,1999
5/18/1999,T7,R2,17,1999
5/18/1999,T7,R3,17,1999
5/18/1999,T7,R4,17,1999
5/18/1999,TDF,R1,,1999
5/18/1999,TDF,R2,16,1999
5/18/1999,TDF,R3,17,1999
6/4/1999,T1,R1,17,1999
6/4/1999,T1,R2,18,1999
6/4/1999,T1,R3,16,1999
6/4/1999,T1,R4,16,1999
6/4/1999,T2,R1,16,1999
6/4/1999,T2,R2,19,1999
6/4/1999,T2,R3,17,1999
6/4/1999,T2,R4,19,1999
6/4/1999,T3,R1,18,1999
6/4/1999,T3,R2,18,1999
6/4/1999,T3,R3,,1999
6/4/1999,T3,R4,17,1999
6/4/1999,T4,R1,16,1999
6/4/1999,T4,R2,18,1999
6/4/1999,T4,R3,16,1999
6/4/1999,T4,R4,16,1999
6/4/1999,T5,R1,17,1999
6/4/1999,T5,R2,17,1999
6/4/1999,T5,R3,16,1999
6/4/1999,T5,R4,16,1999
6/4/1999,T6,R1,19,1999
6/4/1999,T6,R2,17,1999
6/4/1999,T6,R3,16,1999
6/4/1999,T6,R4,17,1999
6/4/1999,T7,R1,16,1999
6/4/1999,T7,R2,18,1999
6/4/1999,T7,R3,17,1999
6/4/1999,T7,R4,15,1999
6/4/1999,TDF,R1,,1999
6/4/1999,TDF,R2,15,1999
6/4/1999,TDF,R2,,1999
6/4/1999,TDF,R3,15,1999
6/15/1999,T1,R1,16,1999
6/15/1999,T1,R2,15,1999
6/15/1999,T1,R3,16,1999
6/15/1999,T1,R4,,1999
6/15/1999,T2,R1,16,1999
6/15/1999,T2,R2,20,1999
6/15/1999,T2,R3,15,1999
6/15/1999,T2,R4,18,1999
6/15/1999,T3,R1,17,1999
6/15/1999,T3,R2,16,1999
6/15/1999,T3,R3,16,1999
6/15/1999,T3,R4,18,1999
6/15/1999,T4,R1,16,1999
6/15/1999,T4,R2,16,1999
6/15/1999,T4,R3,17,1999
6/15/1999,T4,R4,17,1999
6/15/1999,T5,R1,18,1999
6/15/1999,T5,R2,17,1999
6/15/1999,T5,R3,17,1999
6/15/1999,T5,R4,20,1999
6/15/1999,T6,R1,15,1999
6/15/1999,T6,R2,17,1999
6/15/1999,T6,R3,16,1999
6/15/1999,T6,R4,17,1999
6/15/1999,T7,R1,15,1999
6/15/1999,T7,R2,17,1999
6/15/1999,T7,R3,19,1999
6/15/1999,T7,R4,17,1999
6/15/1999,TDF,R1,,1999
6/15/1999,TDF,R2,12,1999
6/15/1999,TDF,R3,14,1999
7/2/1999,T1,R1,22,1999
7/2/1999,T1,R2,23,1999
7/2/1999,T1,R3,22,1999
7/2/1999,T1,R4,24,1999
7/2/1999,T2,R1,21,1999
7/2/1999,T2,R2,23,1999
7/2/1999,T2,R3,24,1999
7/2/1999,T2,R4,22,1999
7/2/1999,T3,R1,23,1999
7/2/1999,T3,R2,21,1999
7/2/1999,T3,R3,22,1999
7/2/1999,T3,R4,21,1999
7/2/1999,T4,R1,20,1999
7/2/1999,T4,R2,20,1999
7/2/1999,T4,R3,22,1999
7/2/1999,T4,R4,23,1999
7/2/1999,T5,R1,22,1999
7/2/1999,T5,R2,22,1999
7/2/1999,T5,R3,21,1999
7/2/1999,T5,R4,23,1999
7/2/1999,T6,R1,21,1999
7/2/1999,T6,R2,22,1999
7/2/1999,T6,R3,22,1999
7/2/1999,T6,R4,22,1999
7/2/1999,T7,R1,20,1999
7/2/1999,T7,R2,22,1999
7/2/1999,T7,R3,23,1999
7/2/1999,T7,R4,21,1999
7/2/1999,TDF,R1,,1999
7/2/1999,TDF,R2,18,1999
7/2/1999,TDF,R2,,1999
7/2/1999,TDF,R3,18,1999
7/14/1999,T1,R1,20,1999
7/14/1999,T1,R2,21,1999
7/14/1999,T1,R3,20,1999
7/14/1999,T1,R4,21,1999
7/14/1999,T2,R1,23,1999
7/14/1999,T2,R2,22,1999
7/14/1999,T2,R3,22,1999
7/14/1999,T2,R4,23,1999
7/14/1999,T3,R1,24,1999
7/14/1999,T3,R2,20,1999
7/14/1999,T3,R3,21,1999
7/14/1999,T3,R4,22,1999
7/14/1999,T4,R1,22,1999
7/14/1999,T4,R2,20,1999
7/14/1999,T4,R3,23,1999
7/14/1999,T4,R4,21,1999
7/14/1999,T5,R1,22,1999
7/14/1999,T5,R2,23,1999
7/14/1999,T5,R3,20,1999
7/14/1999,T5,R4,22,1999
7/14/1999,T6,R1,21,1999
7/14/1999,T6,R2,21,1999
7/14/1999,T6,R3,20,1999
7/14/1999,T6,R4,24,1999
7/14/1999,T7,R1,20,1999
7/14/1999,T7,R2,20,1999
7/14/1999,T7,R3,22,1999
7/14/1999,T7,R4,20,1999
7/14/1999,TDF,R1,,1999
7/14/1999,TDF,R2,18,1999
7/14/1999,TDF,R3,19,1999
7/28/1999,T1,R1,23,1999
7/28/1999,T1,R2,24,1999
7/28/1999,T1,R3,24,1999
7/28/1999,T1,R4,24,1999
7/28/1999,T2,R1,24,1999
7/28/1999,T2,R2,23,1999
7/28/1999,T2,R3,23,1999
7/28/1999,T2,R4,22,1999
7/28/1999,T3,R1,24,1999
7/28/1999,T3,R2,21,1999
7/28/1999,T3,R3,25,1999
7/28/1999,T3,R4,22,1999
7/28/1999,T4,R1,24,1999
7/28/1999,T4,R2,24,1999
7/28/1999,T4,R3,23,1999
7/28/1999,T4,R4,24,1999
7/28/1999,T5,R1,24,1999
7/28/1999,T5,R2,26,1999
7/28/1999,T5,R3,24,1999
7/28/1999,T5,R4,26,1999
7/28/1999,T6,R1,24,1999
7/28/1999,T6,R2,24,1999
7/28/1999,T6,R3,24,1999
7/28/1999,T6,R4,26,1999
7/28/1999,T7,R1,21,1999
7/28/1999,T7,R2,22,1999
7/28/1999,T7,R3,26,1999
7/28/1999,T7,R4,25,1999
7/28/1999,TDF,R1,,1999
7/28/1999,TDF,R2,22,1999
7/28/1999,TDF,R3,,1999
8/10/1999,T1,R1,19,1999
8/10/1999,T1,R2,18,1999
8/10/1999,T1,R3,17,1999
8/10/1999,T1,R4,18,1999
8/10/1999,T2,R1,18,1999
8/10/1999,T2,R2,20,1999
8/10/1999,T2,R3,20,1999
8/10/1999,T2,R4,20,1999
8/10/1999,T3,R1,18,1999
8/10/1999,T3,R2,19,1999
8/10/1999,T3,R3,18,1999
8/10/1999,T3,R4,20,1999
8/10/1999,T4,R1,18,1999
8/10/1999,T4,R2,18,1999
8/10/1999,T4,R3,20,1999
8/10/1999,T4,R4,18,1999
8/10/1999,T5,R1,19,1999
8/10/1999,T5,R2,20,1999
8/10/1999,T5,R3,18,1999
8/10/1999,T5,R4,19,1999
8/10/1999,T6,R1,18,1999
8/10/1999,T6,R2,20,1999
8/10/1999,T6,R3,18,1999
8/10/1999,T6,R4,18,1999
8/10/1999,T7,R1,19,1999
8/10/1999,T7,R2,18,1999
8/10/1999,T7,R3,18,1999
8/10/1999,T7,R4,18,1999
8/10/1999,TDF,R1,,1999
8/10/1999,TDF,R2,18,1999
8/10/1999,TDF,R2,,1999
8/10/1999,TDF,R3,18,1999
8/26/1999,T1,R1,22,1999
8/26/1999,T1,R2,23,1999
8/26/1999,T1,R3,20,1999
8/26/1999,T1,R4,20,1999
8/26/1999,T2,R1,21,1999
8/26/1999,T2,R2,22,1999
8/26/1999,T2,R3,22,1999
8/26/1999,T2,R4,22,1999
8/26/1999,T3,R1,21,1999
8/26/1999,T3,R2,21,1999
8/26/1999,T3,R3,20,1999
8/26/1999,T3,R4,21,1999
8/26/1999,T4,R1,21,1999
8/26/1999,T4,R2,21,1999
8/26/1999,T4,R3,22,1999
8/26/1999,T4,R4,20,1999
8/26/1999,T5,R1,22,1999
8/26/1999,T5,R2,23,1999
8/26/1999,T5,R3,20,1999
8/26/1999,T5,R4,22,1999
8/26/1999,T6,R1,23,1999
8/26/1999,T6,R2,23,1999
8/26/1999,T6,R3,,1999
8/26/1999,T6,R4,22,1999
8/26/1999,T7,R1,22,1999
8/26/1999,T7,R2,23,1999
8/26/1999,T7,R3,21,1999
8/26/1999,T7,R4,21,1999
8/26/1999,TDF,R1,,1999
9/8/1999,T1,R1,18,1999
9/8/1999,T1,R2,22,1999
9/8/1999,T1,R3,18,1999
9/8/1999,T1,R4,19,1999
9/8/1999,T2,R1,20,1999
9/8/1999,T2,R2,18,1999
9/8/1999,T2,R3,18,1999
9/8/1999,T2,R4,18,1999
9/8/1999,T3,R1,20,1999
9/8/1999,T3,R2,16,1999
9/8/1999,T3,R3,19,1999
9/8/1999,T3,R4,18,1999
9/8/1999,T4,R1,20,1999
9/8/1999,T4,R2,20,1999
9/8/1999,T4,R3,17,1999
9/8/1999,T4,R4,18,1999
9/8/1999,T5,R1,20,1999
9/8/1999,T5,R2,20,1999
9/8/1999,T5,R3,20,1999
9/8/1999,T5,R4,22,1999
9/8/1999,T6,R1,20,1999
9/8/1999,T6,R2,24,1999
9/8/1999,T6,R3,,1999
9/8/1999,T6,R4,23,1999
9/8/1999,T7,R1,16,1999
9/8/1999,T7,R2,20,1999
9/8/1999,T7,R3,22,1999
9/8/1999,T7,R4,18,1999
9/8/1999,TDF,R1,,1999
9/22/1999,T1,R1,11,1999
9/22/1999,T1,R2,13,1999
9/22/1999,T1,R3,10,1999
9/22/1999,T1,R4,11,1999
9/22/1999,T2,R1,13,1999
9/22/1999,T2,R2,14,1999
9/22/1999,T2,R3,12,1999
9/22/1999,T2,R4,13,1999
9/22/1999,T3,R1,12,1999
9/22/1999,T3,R2,11,1999
9/22/1999,T3,R3,10,1999
9/22/1999,T3,R4,12,1999
9/22/1999,T4,R1,11,1999
9/22/1999,T4,R2,11,1999
9/22/1999,T4,R3,11,1999
9/22/1999,T4,R4,11,1999
9/22/1999,T5,R1,13,1999
9/22/1999,T5,R2,15,1999
9/22/1999,T5,R3,11,1999
9/22/1999,T5,R4,15,1999
9/22/1999,T6,R1,14,1999
9/22/1999,T6,R2,21,1999
9/22/1999,T6,R3,12,1999
9/22/1999,T6,R4,14,1999
9/22/1999,T7,R1,11,1999
9/22/1999,T7,R2,12,1999
9/22/1999,T7,R3,13,1999
9/22/1999,T7,R4,12,1999
9/22/1999,TDF,R1,,1999
10/4/1999,T1,R1,9,1999
10/4/1999,T1,R2,9,1999
10/4/1999,T1,R3,6,1999
10/4/1999,T1,R4,7,1999
10/4/1999,T2,R1,,1999
10/4/1999,T2,R2,9,1999
10/4/1999,T2,R3,9,1999
10/4/1999,T2,R4,9,1999
10/4/1999,T3,R1,9,1999
10/4/1999,T3,R2,9,1999
10/4/1999,T3,R3,6,1999
10/4/1999,T3,R4,9,1999
10/4/1999,T4,R1,9,1999
10/4/1999,T4,R2,9,1999
10/4/1999,T4,R3,9,1999
10/4/1999,T4,R4,7,1999
10/4/1999,T5,R1,10,1999
10/4/1999,T5,R2,10,1999
10/4/1999,T5,R3,8,1999
10/4/1999,T5,R4,8,1999
10/4/1999,T6,R1,9,1999
10/4/1999,T6,R2,9,1999
10/4/1999,T6,R3,7,1999
10/4/1999,T6,R4,7,1999
10/4/1999,T7,R1,10,1999
10/4/1999,T7,R2,9,1999
10/4/1999,T7,R3,7,1999
10/4/1999,T7,R4,8,1999
10/4/1999,TDF,R1,,1999
10/22/1999,T1,R1,8,1999
10/22/1999,T1,R2,9,1999
10/22/1999,T1,R3,8,1999
10/22/1999,T1,R4,8,1999
10/22/1999,T2,R1,9,1999
10/22/1999,T2,R2,8,1999
10/22/1999,T2,R3,8,1999
10/22/1999,T2,R4,8,1999
10/22/1999,T3,R1,9,1999
10/22/1999,T3,R2,8,1999
10/22/1999,T3,R3,9,1999
10/22/1999,T3,R4,8,1999
10/22/1999,T4,R1,10,1999
10/22/1999,T4,R2,10,1999
10/22/1999,T4,R3,8,1999
10/22/1999,T4,R4,10,1999
10/22/1999,T5,R1,10,1999
10/22/1999,T5,R2,10,1999
10/22/1999,T5,R3,10,1999
10/22/1999,T5,R4,10,1999
10/22/1999,T6,R1,9,1999
10/22/1999,T6,R2,10,1999
10/22/1999,T6,R3,9,1999
10/22/1999,T6,R4,9,1999
10/22/1999,T7,R1,8,1999
10/22/1999,T7,R2,10,1999
10/22/1999,T7,R3,9,1999
10/22/1999,T7,R4,9,1999
10/22/1999,TDF,R1,,1999
11/3/1999,T1,R1,6,1999
11/3/1999,T1,R2,4,1999
11/3/1999,T1,R3,2,1999
11/3/1999,T1,R4,2,1999
11/3/1999,T2,R1,5,1999
11/3/1999,T2,R2,7,1999
11/3/1999,T2,R3,8,1999
11/3/1999,T2,R4,7,1999
11/3/1999,T3,R1,4,1999
11/3/1999,T3,R2,6,1999
11/3/1999,T3,R3,1,1999
11/3/1999,T3,R4,7,1999
11/3/1999,T4,R1,4,1999
11/3/1999,T4,R2,4,1999
11/3/1999,T4,R3,8,1999
11/3/1999,T4,R4,1,1999
11/3/1999,T5,R1,6,1999
11/3/1999,T5,R2,5,1999
11/3/1999,T5,R3,3,1999
11/3/1999,T5,R4,3,1999
11/3/1999,T6,R1,4,1999
11/3/1999,T6,R2,5,1999
11/3/1999,T6,R3,2,1999
11/3/1999,T6,R4,2,1999
11/3/1999,T7,R1,8,1999
11/3/1999,T7,R2,6,1999
11/3/1999,T7,R3,2,1999
11/3/1999,T7,R4,3,1999
11/3/1999,TDF,R1,,1999
11/16/1999,T1,R1,4,1999
11/16/1999,T1,R2,4,1999
11/16/1999,T1,R3,2,1999
11/16/1999,T1,R4,5,1999
11/16/1999,T2,R1,4,1999
11/16/1999,T2,R2,5,1999
11/16/1999,T2,R3,3,1999
11/16/1999,T2,R4,4,1999
11/16/1999,T3,R1,4,1999
11/16/1999,T3,R2,4,1999
11/16/1999,T3,R3,4,1999
11/16/1999,T3,R4,5,1999
11/16/1999,T4,R1,4,1999
11/16/1999,T4,R2,5,1999
11/16/1999,T4,R3,3,1999
11/16/1999,T4,R4,4,1999
11/16/1999,T5,R1,5,1999
11/16/1999,T5,R2,5,1999
11/16/1999,T5,R3,5,1999
11/16/1999,T5,R4,7,1999
11/16/1999,T6,R1,4,1999
11/16/1999,T6,R2,5,1999
11/16/1999,T6,R3,5,1999
11/16/1999,T6,R4,5,1999
11/16/1999,T7,R1,4,1999
11/16/1999,T7,R2,5,1999
11/16/1999,T7,R3,6,1999
11/16/1999,T7,R4,5,1999
11/16/1999,TDF,R1,,1999
12/1/1999,T1,R1,1,1999
12/1/1999,T1,R2,1,1999
12/1/1999,T1,R3,-1,1999
12/1/1999,T1,R4,-1,1999
12/1/1999,T2,R1,1,1999
12/1/1999,T2,R2,0,1999
12/1/1999,T2,R3,1,1999
12/1/1999,T2,R4,1,1999
12/1/1999,T3,R1,1,1999
12/1/1999,T3,R2,1,1999
12/1/1999,T3,R3,-1,1999
12/1/1999,T3,R4,0,1999
12/1/1999,T4,R1,1,1999
12/1/1999,T4,R2,1,1999
12/1/1999,T4,R3,1,1999
12/1/1999,T4,R4,-1,1999
12/1/1999,T5,R1,2,1999
12/1/1999,T5,R2,1,1999
12/1/1999,T5,R3,0,1999
12/1/1999,T5,R4,0,1999
12/1/1999,T6,R1,1,1999
12/1/1999,T6,R2,1,1999
12/1/1999,T6,R3,-1,1999
12/1/1999,T6,R4,0,1999
12/1/1999,T7,R1,1,1999
12/1/1999,T7,R2,1,1999
12/1/1999,T7,R3,0,1999
12/1/1999,T7,R4,0,1999
12/1/1999,TDF,R1,,1999
3/15/2000,T1,R1,6,2000
3/15/2000,T1,R2,7,2000
3/15/2000,T1,R3,5,2000
3/15/2000,T1,R4,6,2000
3/15/2000,T2,R1,7,2000
3/15/2000,T2,R2,6,2000
3/15/2000,T2,R3,8,2000
3/15/2000,T2,R4,9,2000
3/15/2000,T3,R1,7,2000
3/15/2000,T3,R2,6,2000
3/15/2000,T3,R3,5.5,2000
3/15/2000,T3,R4,8,2000
3/15/2000,T4,R1,7,2000
3/15/2000,T4,R2,7,2000
3/15/2000,T4,R3,9,2000
3/15/2000,T4,R4,6,2000
3/15/2000,T5,R1,7,2000
3/15/2000,T5,R2,7,2000
3/15/2000,T5,R3,5,2000
3/15/2000,T5,R4,6,2000
3/15/2000,T6,R1,6,2000
3/15/2000,T6,R2,7,2000
3/15/2000,T6,R3,6,2000
3/15/2000,T6,R4,6,2000
3/15/2000,T7,R1,6,2000
3/15/2000,T7,R2,7,2000
3/15/2000,T7,R3,6,2000
3/15/2000,T7,R4,6,2000
3/15/2000,TDF,R1,6,2000
3/15/2000,TDF,R2,7,2000
3/15/2000,TDF,R3,6,2000
4/12/2000,T1,R1,2,2000
4/12/2000,T1,R2,4,2000
4/12/2000,T1,R3,2,2000
4/12/2000,T1,R4,3,2000
4/12/2000,T2,R1,6,2000
4/12/2000,T2,R2,3,2000
4/12/2000,T2,R3,2,2000
4/12/2000,T2,R4,3,2000
4/12/2000,T3,R1,5,2000
4/12/2000,T3,R2,3,2000
4/12/2000,T3,R3,3,2000
4/12/2000,T3,R4,2,2000
4/12/2000,T4,R1,4,2000
4/12/2000,T4,R2,4,2000
4/12/2000,T4,R3,2,2000
4/12/2000,T4,R4,3,2000
4/12/2000,T5,R1,5,2000
4/12/2000,T5,R2,4,2000
4/12/2000,T5,R3,3,2000
4/12/2000,T5,R4,4,2000
4/12/2000,T6,R1,6,2000
4/12/2000,T6,R2,5,2000
4/12/2000,T6,R3,3,2000
4/12/2000,T6,R4,4,2000
4/12/2000,T7,R1,1,2000
4/12/2000,T7,R2,6,2000
4/12/2000,T7,R3,4,2000
4/12/2000,T7,R4,4,2000
4/12/2000,TDF,R1,3,2000
4/12/2000,TDF,R2,3,2000
4/12/2000,TDF,R3,4,2000
4/27/2000,T1,R1,12,2000
4/27/2000,T1,R2,11,2000
4/27/2000,T1,R3,8,2000
4/27/2000,T1,R4,11,2000
4/27/2000,T2,R1,10,2000
4/27/2000,T2,R2,14,2000
4/27/2000,T2,R3,14,2000
4/27/2000,T2,R4,15,2000
4/27/2000,T3,R1,9,2000
4/27/2000,T3,R2,12,2000
4/27/2000,T3,R3,7,2000
4/27/2000,T3,R4,12,2000
4/27/2000,T4,R1,7,2000
4/27/2000,T4,R2,9,2000
4/27/2000,T4,R3,14,2000
4/27/2000,T4,R4,11,2000
4/27/2000,T5,R1,9,2000
4/27/2000,T5,R2,9,2000
4/27/2000,T5,R3,8,2000
4/27/2000,T5,R4,11,2000
4/27/2000,T6,R1,7,2000
4/27/2000,T6,R2,11,2000
4/27/2000,T6,R3,9,2000
4/27/2000,T6,R4,11,2000
4/27/2000,T7,R1,11,2000
4/27/2000,T7,R2,10,2000
4/27/2000,T7,R3,11,2000
4/27/2000,T7,R4,11,2000
4/27/2000,TDF,R1,9,2000
4/27/2000,TDF,R2,8,2000
4/27/2000,TDF,R3,10,2000
5/10/2000,T1,R1,12,2000
5/10/2000,T1,R2,14,2000
5/10/2000,T1,R3,13,2000
5/10/2000,T1,R4,13,2000
5/10/2000,T2,R1,13,2000
5/10/2000,T2,R2,15,2000
5/10/2000,T2,R3,14,2000
5/10/2000,T2,R4,12,2000
5/10/2000,T3,R1,16,2000
5/10/2000,T3,R2,12,2000
5/10/2000,T3,R3,13,2000
5/10/2000,T3,R4,12,2000
5/10/2000,T4,R1,14,2000
5/10/2000,T4,R2,14,2000
5/10/2000,T4,R3,12,2000
5/10/2000,T4,R4,13,2000
5/10/2000,T5,R1,15,2000
5/10/2000,T5,R2,15,2000
5/10/2000,T5,R3,14,2000
5/10/2000,T5,R4,15,2000
5/10/2000,T6,R1,15,2000
5/10/2000,T6,R2,12,2000
5/10/2000,T6,R3,13,2000
5/10/2000,T6,R4,13,2000
5/10/2000,T7,R1,14,2000
5/10/2000,T7,R2,15,2000
5/10/2000,T7,R3,14,2000
5/10/2000,T7,R4,14,2000
5/10/2000,TDF,R1,14,2000
5/10/2000,TDF,R2,13,2000
5/10/2000,TDF,R3,14,2000
5/24/2000,T1,R1,15,2000
5/24/2000,T1,R2,18,2000
5/24/2000,T1,R3,20,2000
5/24/2000,T1,R4,17,2000
5/24/2000,T2,R1,19,2000
5/24/2000,T2,R2,15,2000
5/24/2000,T2,R3,15,2000
5/24/2000,T2,R4,16,2000
5/24/2000,T3,R1,18,2000
5/24/2000,T3,R2,15,2000
5/24/2000,T3,R3,15,2000
5/24/2000,T3,R4,15,2000
5/24/2000,T4,R1,20,2000
5/24/2000,T4,R2,19,2000
5/24/2000,T4,R3,15,2000
5/24/2000,T4,R4,16,2000
5/24/2000,T5,R1,19,2000
5/24/2000,T5,R2,17,2000
5/24/2000,T5,R3,15,2000
5/24/2000,T5,R4,18,2000
5/24/2000,T6,R1,20,2000
5/24/2000,T6,R2,19,2000
5/24/2000,T6,R3,17,2000
5/24/2000,T6,R4,18,2000
5/24/2000,T7,R1,16,2000
5/24/2000,T7,R2,15,2000
5/24/2000,T7,R3,16,2000
5/24/2000,T7,R4,15,2000
5/24/2000,TDF,R1,14,2000
5/24/2000,TDF,R2,14,2000
5/24/2000,TDF,R3,14,2000
6/14/2000,T1,R1,20,2000
6/14/2000,T1,R2,21,2000
6/14/2000,T1,R3,20,2000
6/14/2000,T1,R4,21,2000
6/14/2000,T2,R1,21,2000
6/14/2000,T2,R2,20,2000
6/14/2000,T2,R3,20,2000
6/14/2000,T2,R4,21,2000
6/14/2000,T3,R1,21,2000
6/14/2000,T3,R2,20,2000
6/14/2000,T3,R3,21,2000
6/14/2000,T3,R4,22,2000
6/14/2000,T4,R1,20,2000
6/14/2000,T4,R2,20,2000
6/14/2000,T4,R3,21,2000
6/14/2000,T4,R4,21,2000
6/14/2000,T5,R1,20,2000
6/14/2000,T5,R2,22,2000
6/14/2000,T5,R3,20,2000
6/14/2000,T5,R4,21,2000
6/14/2000,T6,R1,21,2000
6/14/2000,T6,R2,21,2000
6/14/2000,T6,R3,21,2000
6/14/2000,T6,R4,21,2000
6/14/2000,T7,R1,20,2000
6/14/2000,T7,R2,22,2000
6/14/2000,T7,R3,21,2000
6/14/2000,T7,R4,20,2000
6/14/2000,TDF,R1,17,2000
6/14/2000,TDF,R2,18,2000
6/14/2000,TDF,R3,18,2000
6/28/2000,T1,R1,18,2000
6/28/2000,T1,R2,20,2000
6/28/2000,T1,R3,18,2000
6/28/2000,T1,R4,18,2000
6/28/2000,T2,R1,19,2000
6/28/2000,T2,R2,20,2000
6/28/2000,T2,R3,20,2000
6/28/2000,T2,R4,19,2000
6/28/2000,T3,R1,19,2000
6/28/2000,T3,R2,18,2000
6/28/2000,T3,R3,19,2000
6/28/2000,T3,R4,20,2000
6/28/2000,T4,R1,19,2000
6/28/2000,T4,R2,20,2000
