ApsimVersion = 7.10 r4220
Title = scen_1_1
           Date          bd(1) paddock.soybean.yield paddock.wheat.yield paddock.maize.yield          sw(1)          st(1) paddock.soybean.biomass paddock.wheat.biomass paddock.maize.biomass         stover         dul(1)         sat(1)          ph(1) n2o_bylayer_kgha(1) n2o_bylayer_kgha(2) n2o_bylayer_kgha(3) n2o_bylayer_kgha(4) n2o_bylayer_kgha(5) oc_bylayer_kgha(1) oc_bylayer_kgha(2) oc_bylayer_kgha(3) oc_bylayer_kgha(4) oc_bylayer_kgha(5)
   (dd/mm/yyyy)       (g/cm^3)               (kg/ha)             (kg/ha)             (kg/ha)        (mm/mm)           (oC)                 (kg/ha)               (kg/ha)               (kg/ha)        (kg/ha)        (mm/mm)        (mm/mm)           (pH)             (kg/ha)             (kg/ha)             (kg/ha)             (kg/ha)             (kg/ha)                (%)                (%)                (%)                (%)                (%)
     06/04/2010          0.800                   0.0                 0.0                 0.0          0.270         21.640                     0.0                 474.2                   0.0            0.0          0.260          0.438          5.500          0.00013900          0.00000000          0.00000000          0.00000000          0.00000100         1.07821000         0.43146800         0.42835300         0.23461600         0.19130800
     07/04/2010          0.800                   0.0                 0.0                 0.0          0.272         20.742                     0.0                 481.2                   0.0            0.0          0.260          0.438          5.500          0.00018900          0.00000000          0.00000000          0.00000000          0.00000000         1.07983300         0.43146600         0.42835000         0.23461500         0.19130700
     08/04/2010          0.800                   0.0                 0.0                 0.0          0.343         18.779                     0.0                 491.0                   0.0            0.0          0.260          0.438          5.500          0.00080900          0.00030300          0.00006800          0.00001800          0.00000300         1.08018300         0.43146400         0.42834800         0.23461500         0.19130500
     09/04/2010          0.800                   0.0                 0.0                 0.0          0.307         16.544                     0.0                 509.7                   0.0            0.0          0.260          0.438          5.500          0.00054500          0.00050800          0.00029200          0.00009300          0.00001800         1.08028900         0.43146300         0.42834600         0.23461400         0.19130400
     10/04/2010          0.800                   0.0                 0.0                 0.0          0.278         16.190                     0.0                 531.9                   0.0            0.0          0.260          0.438          5.500          0.00025900          0.00049000          0.00040600          0.00018000          0.00004400         1.08105400         0.43146200         0.42834400         0.23461400         0.19130300
     11/04/2010          0.800                   0.0                 0.0                 0.0          0.261         16.265                     0.0                 552.2                   0.0            0.0          0.260          0.438          5.500          0.00002200          0.00037700          0.00041900          0.00024600          0.00007500         1.08186000         0.43146100         0.42834200         0.23461300         0.19130200
     12/04/2010          0.800                   0.0                 0.0                 0.0          0.258         15.610                     0.0                 570.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00016800          0.00035700          0.00027000          0.00010200         1.08218100         0.43146000         0.42834000         0.23461300         0.19130100
     13/04/2010          0.800                   0.0                 0.0                 0.0          0.254         16.172                     0.0                 585.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00006400          0.00027500          0.00027100          0.00012400         1.08257600         0.43145800         0.42833900         0.23461200         0.19130000
     14/04/2010          0.800                   0.0                 0.0                 0.0          0.246         18.848                     0.0                 612.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00021200          0.00027000          0.00014900         1.08313200         0.43145700         0.42833600         0.23461100         0.19129800
     15/04/2010          0.800                   0.0                 0.0                 0.0          0.247         20.312                     0.0                 641.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00009800          0.00023600          0.00015800         1.08403400         0.43145400         0.42833300         0.23461000         0.19129600
     16/04/2010          0.800                   0.0                 0.0                 0.0          0.241         21.311                     0.0                 667.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00002100          0.00018300          0.00015400         1.08466500         0.43145200         0.42832900         0.23460900         0.19129400
     17/04/2010          0.800                   0.0                 0.0                 0.0          0.239         20.699                     0.0                 703.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00012300          0.00013500         1.08470900         0.43144900         0.42832500         0.23460800         0.19129300
     18/04/2010          0.800                   0.0                 0.0                 0.0          0.238         20.131                     0.0                 736.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00008400          0.00011300         1.08466600         0.43144600         0.42832200         0.23460700         0.19129100
     19/04/2010          0.800                   0.0                 0.0                 0.0          0.236         18.678                     0.0                 770.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00005400          0.00009000         1.08463900         0.43144400         0.42831900         0.23460600         0.19128900
     20/04/2010          0.800                   0.0                 0.0                 0.0          0.233         17.105                     0.0                 812.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00003300          0.00006900         1.08460200         0.43144200         0.42831600         0.23460500         0.19128800
     21/04/2010          0.800                   0.0                 0.0                 0.0          0.231         16.125                     0.0                 862.1                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00001800          0.00005300         1.08453600         0.43144000         0.42831400         0.23460400         0.19128600
     22/04/2010          0.800                   0.0                 0.0                 0.0          0.228         17.043                     0.0                 923.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000700          0.00004100         1.08446200         0.43143800         0.42831100         0.23460300         0.19128500
     23/04/2010          0.800                   0.0                 0.0                 0.0          0.225         18.249                     0.0                 998.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00003200         1.08437600         0.43143600         0.42830800         0.23460200         0.19128300
     24/04/2010          0.800                   0.0                 0.0                 0.0          0.223         18.636                     0.0                1040.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00002300         1.08428400         0.43143300         0.42830500         0.23460000         0.19128200
     25/04/2010          0.800                   0.0                 0.0                 0.0          0.293         18.607                     0.0                1093.9                   0.0            0.0          0.260          0.438          5.500          0.01865100          0.00000000          0.00000000          0.00000000          0.00001700         1.08550100         0.43143100         0.42830200         0.23459900         0.19128000
     26/04/2010          0.800                   0.0                 0.0                 0.0          0.269         18.282                     0.0                1198.1                   0.0            0.0          0.260          0.438          5.500          0.00625300          0.00000000          0.00000000          0.00000000          0.00001200         1.08638500         0.43142800         0.42829900         0.23459800         0.19127800
     27/04/2010          0.800                   0.0                 0.0                 0.0          0.251         18.185                     0.0                1336.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000800         1.08675700         0.43142600         0.42829500         0.23459600         0.19127600
     28/04/2010          0.800                   0.0                 0.0                 0.0          0.240         17.502                     0.0                1472.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000300         1.08689800         0.43142300         0.42829200         0.23459500         0.19127500
     29/04/2010          0.800                   0.0                 0.0                 0.0          0.234         17.566                     0.0                1590.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.08720100         0.43142100         0.42828900         0.23459400         0.19127300
     30/04/2010          0.800                   0.0                 0.0                 0.0          0.220         18.673                     0.0                1762.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.08774200         0.43141800         0.42828600         0.23459200         0.19127100
     01/05/2010          0.800                   0.0                 0.0                 0.0          0.213         19.911                     0.0                1901.1                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.08861900         0.43141500         0.42828200         0.23459100         0.19126900
     02/05/2010          0.800                   0.0                 0.0                 0.0          0.294         21.107                     0.0                2016.3                   0.0            0.0          0.260          0.438          5.500          0.02844300          0.00000000          0.00000000          0.00000000          0.00000000         1.09043100         0.43141200         0.42827800         0.23458900         0.19126700
     03/05/2010          0.800                   0.0                 0.0                 0.0          0.264         22.767                     0.0                2195.1                   0.0            0.0          0.260          0.438          5.500          0.00944800          0.00000000          0.00000000          0.00000000          0.00000000         1.09136200         0.43140800         0.42827300         0.23458600         0.19126500
     04/05/2010          0.800                   0.0                 0.0                 0.0          0.255         24.039                     0.0                2366.2                   0.0            0.0          0.260          0.438          5.500          0.00177500          0.00000000          0.00000000          0.00000000          0.00000000         1.09280200         0.43140400         0.42826700         0.23458400         0.19126200
     05/05/2010          0.800                   0.0                 0.0                 0.0          0.242         23.956                     0.0                2485.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09445400         0.43139900         0.42826200         0.23458100         0.19125900
     06/05/2010          0.800                   0.0                 0.0                 0.0          0.230         22.711                     0.0                2665.1                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09497500         0.43139500         0.42825600         0.23457900         0.19125600
     07/05/2010          0.800                   0.0                 0.0                 0.0          0.225         20.862                     0.0                2751.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09535300         0.43139100         0.42825200         0.23457700         0.19125400
     08/05/2010          0.800                   0.0                 0.0                 0.0          0.222         18.252                     0.0                2808.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09543700         0.43138800         0.42824900         0.23457500         0.19125200
     09/05/2010          0.800                   0.0                 0.0                 0.0          0.218         15.360                     0.0                2887.1                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09540400         0.43138600         0.42824600         0.23457400         0.19125100
     10/05/2010          0.800                   0.0                 0.0                 0.0          0.210         13.069                     0.0                2990.6                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09542600         0.43138500         0.42824400         0.23457300         0.19125000
     11/05/2010          0.800                   0.0                 0.0                 0.0          0.210         11.435                     0.0                3030.6                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09554000         0.43138400         0.42824300         0.23457300         0.19124900
     12/05/2010          0.800                   0.0                 0.0                 0.0          0.206         10.188                     0.0                3131.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09561300         0.43138300         0.42824200         0.23457200         0.19124900
     13/05/2010          0.800                   0.0                 0.0                 0.0          0.201         10.641                     0.0                3258.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09579200         0.43138200         0.42824100         0.23457200         0.19124800
     14/05/2010          0.800                   0.0                 0.0                 0.0          0.195         12.220                     0.0                3429.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09598100         0.43138100         0.42823900         0.23457100         0.19124700
     15/05/2010          0.800                   0.0                 0.0                 0.0          0.191         13.115                     0.0                3594.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09605100         0.43138000         0.42823800         0.23457000         0.19124600
     16/05/2010          0.800                   0.0                 0.0                 0.0          0.187         14.430                     0.0                3747.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09606000         0.43137900         0.42823600         0.23456900         0.19124500
     17/05/2010          0.800                   0.0                 0.0                 0.0          0.185         16.041                     0.0                3854.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09601300         0.43137800         0.42823300         0.23456800         0.19124400
     18/05/2010          0.800                   0.0                 0.0                 0.0          0.183         16.562                     0.0                3909.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09593600         0.43137600         0.42823100         0.23456700         0.19124300
     19/05/2010          0.800                   0.0                 0.0                 0.0          0.178         16.936                     0.0                4081.6                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09582500         0.43137500         0.42822800         0.23456600         0.19124200
     20/05/2010          0.800                   0.0                 0.0                 0.0          0.171         18.292                     0.0                4251.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09569500         0.43137400         0.42822500         0.23456500         0.19124000
     21/05/2010          0.800                   0.0                 0.0                 0.0          0.168         19.209                     0.0                4339.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09555200         0.43137200         0.42822200         0.23456400         0.19123900
     22/05/2010          0.800                   0.0                 0.0                 0.0          0.164         19.960                     0.0                4480.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09539600         0.43137000         0.42821800         0.23456200         0.19123700
     23/05/2010          0.800                   0.0                 0.0                 0.0          0.159         21.494                     0.0                4642.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09521500         0.43136900         0.42821400         0.23456100         0.19123500
     24/05/2010          0.800                   0.0                 0.0                 0.0          0.153         23.220                     0.0                4784.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09501500         0.43136600         0.42821000         0.23455900         0.19123300
     25/05/2010          0.800                   0.0                 0.0                 0.0          0.147         24.232                     0.0                4920.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09481100         0.43136400         0.42820500         0.23455700         0.19123100
     26/05/2010          0.800                   0.0                 0.0                 0.0          0.141         25.602                     0.0                5051.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09459900         0.43136100         0.42819900         0.23455500         0.19122900
     27/05/2010          0.800                   0.0                 0.0                 0.0          0.135         27.091                     0.0                5175.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09437800         0.43135700         0.42819200         0.23455200         0.19122600
     28/05/2010          0.800                   0.0                 0.0                 0.0          0.130         27.925                     0.0                5298.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09416000         0.43135300         0.42818500         0.23455000         0.19122300
     29/05/2010          0.800                   0.0                57.0                 0.0          0.125         27.862                     0.0                5415.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09395900         0.43134900         0.42817800         0.23454700         0.19122000
     30/05/2010          0.800                   0.0               116.1                 0.0          0.120         27.888                     0.0                5525.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09377300         0.43134500         0.42817100         0.23454500         0.19121700
     31/05/2010          0.800                   0.0               177.6                 0.0          0.116         27.697                     0.0                5622.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09360400         0.43134200         0.42816500         0.23454300         0.19121400
     01/06/2010          0.800                   0.0               246.0                 0.0          0.186         28.329                     0.0                5692.6                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09509200         0.43133700         0.42815800         0.23454100         0.19121100
     02/06/2010          0.800                   0.0               305.8                 0.0          0.226         28.167                     0.0                5790.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09639200         0.43133200         0.42815100         0.23453900         0.19120800
     03/06/2010          0.800                   0.0               359.9                 0.0          0.201         27.509                     0.0                5936.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09733600         0.43132700         0.42814400         0.23453700         0.19120500
     04/06/2010          0.800                   0.0               458.0                 0.0          0.182         26.730                     0.0                6051.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09790700         0.43132200         0.42813800         0.23453500         0.19120300
     05/06/2010          0.800                   0.0               582.2                 0.0          0.169         26.621                     0.0                6164.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09839700         0.43131600         0.42813100         0.23453400         0.19120000
     06/06/2010          0.800                   0.0               687.4                 0.0          0.155         25.284                     0.0                6292.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09873500         0.43131100         0.42812600         0.23453200         0.19119700
     07/06/2010          0.800                   0.0               817.3                 0.0          0.146         25.281                     0.0                6436.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09889700         0.43130600         0.42812000         0.23453100         0.19119500
     08/06/2010          0.800                   0.0               907.8                 0.0          0.193         24.915                     0.0                6490.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09940500         0.43130100         0.42811500         0.23453000         0.19119200
     09/06/2010          0.800                   0.0               998.3                 0.0          0.213         24.933                     0.0                6633.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09985000         0.43129600         0.42810900         0.23452900         0.19119000
     10/06/2010          0.800                   0.0              1104.9                 0.0          0.187         24.692                     0.0                6777.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10034600         0.43129100         0.42810400         0.23452800         0.19118800
     11/06/2010          0.800                   0.0              1227.7                 0.0          0.172         25.265                     0.0                6877.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10066600         0.43128600         0.42809900         0.23452700         0.19118500
     12/06/2010          0.800                   0.0              1347.4                 0.0          0.164         25.467                     0.0                7005.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10091800         0.43128000         0.42809300         0.23452600         0.19118300
     13/06/2010          0.800                   0.0              1464.2                 0.0          0.150         26.350                     0.0                7093.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10106900         0.43127500         0.42808800         0.23452500         0.19118000
     14/06/2010          0.800                   0.0              1578.4                 0.0          0.140         26.283                     0.0                7185.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10116400         0.43126900         0.42808200         0.23452400         0.19117700
     15/06/2010          0.800                   0.0              1691.0                 0.0          0.156         25.865                     0.0                7264.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10150000         0.43126400         0.42807700         0.23452300         0.19117500
     16/06/2010          0.800                   0.0              1793.3                 0.0          0.226         25.349                     0.0                7392.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10173100         0.43125800         0.42807100         0.23452200         0.19117200
     17/06/2010          0.800                   0.0              1898.5                 0.0          0.198         24.800                     0.0                7529.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10187500         0.43125300         0.42806600         0.23452200         0.19117000
     18/06/2010          0.800                   0.0              2027.2                 0.0          0.179         25.298                     0.0                7651.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10189600         0.43124700         0.42806100         0.23452100         0.19116700
     19/06/2010          0.800                   0.0              2158.7                 0.0          0.226         26.601                     0.0                7770.1                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10198800         0.43124000         0.42805500         0.23452000         0.19116400
     20/06/2010          0.800                   0.0              2277.1                 0.0          0.199         27.421                     0.0                7889.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10195400         0.43123300         0.42804900         0.23452000         0.19116100
     21/06/2010          0.800                   0.0              2395.5                 0.0          0.180         28.084                     0.0                8015.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10181000         0.43122600         0.42804200         0.23451900         0.19115800
     22/06/2010          0.800                   0.0              2522.5                 0.0          0.301         28.635                     0.0                8112.2                   0.0            0.0          0.260          0.438          5.500          0.00186300          0.00000000          0.00000000          0.00000000          0.00000000         1.10178900         0.43121800         0.42803300         0.23451900         0.19115500
     23/06/2010          0.800                   0.0              2655.4                 0.0          0.323         28.485                     0.0                8191.3                   0.0            0.0          0.260          0.438          5.500          0.00227700          0.00000000          0.00000000          0.00000000          0.00000000         1.10176100         0.43120900         0.42802500         0.23451800         0.19115200
     24/06/2010          0.800                   0.0              2786.9                 0.0          0.311         28.247                     0.0                8309.5                   0.0            0.0          0.260          0.438          5.500          0.00185600          0.00000000          0.00000000          0.00000000          0.00000000         1.10169800         0.43120100         0.42801600         0.23451700         0.19114900
     25/06/2010          0.800                   0.0              2804.3                 0.0          0.269         28.176                     0.0                8430.9                   0.0            0.0          0.260          0.438          5.500          0.00060000          0.00000000          0.00000000          0.00000000          0.00000000         1.10151500         0.43119200         0.42800700         0.23451600         0.19114600
     26/06/2010          0.800                   0.0              2804.3                 0.0          0.279         28.434                     0.0                8542.3                   0.0            0.0          0.260          0.438          5.500          0.00090000          0.00000000          0.00000000          0.00000000          0.00000000         1.10135800         0.43118400         0.42799900         0.23451500         0.19114300
     27/06/2010          0.800                   0.0              2804.3                 0.0          0.277         28.622                     0.0                8611.8                   0.0            0.0          0.260          0.438          5.500          0.00085500          0.00000000          0.00000000          0.00000000          0.00000000         1.10116700         0.43117500         0.42799000         0.23451400         0.19114100
     28/06/2010          0.800                   0.0              2804.3                 0.0          0.270         28.474                     0.0                8721.4                   0.0            0.0          0.260          0.438          5.500          0.00062800          0.00001800          0.00000000          0.00000000          0.00000000         1.10094900         0.43116500         0.42798100         0.23451300         0.19113800
     29/06/2010          0.800                   0.0              2804.3                 0.0          0.247         27.713                     0.0                8822.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10068500         0.43115700         0.42797200         0.23451100         0.19113500
     30/06/2010          0.800                   0.0              2804.3                 0.0          0.235         26.874                     0.0                8836.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10037800         0.43114800         0.42796400         0.23450900         0.19113200
     01/07/2010          0.800                   0.0              2804.3                 0.0          0.227         25.922                     0.0                8836.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10008800         0.43114000         0.42795600         0.23450700         0.19112900
     02/07/2010          0.800                   0.0              2804.3                 0.0          0.223         25.048                     0.0                8836.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09980300         0.43113300         0.42794900         0.23450500         0.19112700
     03/07/2010          0.800                   0.0                 0.0                 0.0          0.220         24.862                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09994100         0.43120700         0.42797300         0.23452900         0.19114300
     04/07/2010          0.800                   0.0                 0.0                 0.0          0.218         25.418                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09995000         0.43127800         0.42799600         0.23455300         0.19115900
     05/07/2010          0.800                   0.0                 0.0                 0.0          0.215         27.046                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09982300         0.43135000         0.42801900         0.23457700         0.19117600
     06/07/2010          0.800                   0.0                 0.0                 0.0          0.213         28.165                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09957400         0.43142100         0.42804100         0.23460000         0.19119300
     07/07/2010          0.800                   0.0                 0.0                 0.0          0.211         29.479                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09928300         0.43149000         0.42806300         0.23462400         0.19121000
     08/07/2010          0.800                   0.0                 0.0                 0.0          0.210         29.879                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09896800         0.43155300         0.42808100         0.23464500         0.19122500
     09/07/2010          0.800                   0.0                 0.0                 0.0          0.208         29.555                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09864500         0.43160700         0.42809700         0.23466400         0.19123900
     10/07/2010          0.800                   0.0                 0.0                 0.0          0.225         29.331                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.09947700         0.43165400         0.42811000         0.23468000         0.19125100
     11/07/2010          0.800                   0.0                 0.0                 0.0          0.216         28.806                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10021200         0.43169400         0.42812100         0.23469400         0.19126100
     12/07/2010          0.800                   0.0                 0.0                 0.0          0.208         28.660                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10083200         0.43172900         0.42812900         0.23470700         0.19127100
     13/07/2010          0.800                   0.0                 0.0                 0.0          0.203         29.153                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10130200         0.43176100         0.42813700         0.23471800         0.19127900
     14/07/2010          0.800                   0.0                 0.0                 0.0          0.202         29.316                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10162500         0.43179000         0.42814300         0.23472800         0.19128700
     15/07/2010          0.800                   0.0                 0.0                 0.0          0.201         28.959                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         1.10184100         0.43181500         0.42814700         0.23473700         0.19129400
