X,Y,profile_id,profile_layer_id,country_name,upper_depth,lower_depth,layer_name,litter,bdfiod_value,bdfiod_value_avg,bdfiod_method,bdfiod_date,bdfiod_dataset_id,bdfiod_profile_code,bdfiod_licence
-102.482246399999,33.8212776,177260,851322,United States of America,69,86,Btk1,0,"{1:1.78,2:1.78}",1.78,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-20,2:1996-11-20}",US-NCSS,97P0181,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.482246399999,33.8212776,177260,851323,United States of America,86,112,Btk2,0,"{1:1.75,2:1.75}",1.75,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-20,2:1996-11-20}",US-NCSS,97P0181,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.482246399999,33.8212776,177260,851324,United States of America,112,145,2Bt,0,"{1:1.82,2:1.82}",1.82,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-20,2:1996-11-20}",US-NCSS,97P0181,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.482246399999,33.8212776,177260,851325,United States of America,145,178,2Bty,0,"{1:1.69,2:1.69}",1.69,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-20,2:1996-11-20}",US-NCSS,97P0181,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4777222,33.829834,177261,851327,United States of America,0,18,A1,0,"{1:1.39,2:1.39}",1.39,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-19,2:1996-11-19}",US-NCSS,97P0182,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4777222,33.829834,177261,851328,United States of America,18,36,A2,0,"{1:1.38,2:1.38}",1.38,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-19,2:1996-11-19}",US-NCSS,97P0182,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4777222,33.829834,177261,851329,United States of America,36,56,Bt,0,"{1:1.76,2:1.76}",1.76,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-19,2:1996-11-19}",US-NCSS,97P0182,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4777222,33.829834,177261,851330,United States of America,56,84,Bty1,0,"{1:1.59,2:1.59}",1.59,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-19,2:1996-11-19}",US-NCSS,97P0182,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4777222,33.829834,177261,851331,United States of America,84,114,Bty2,0,"{1:1.75,2:1.75}",1.75,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-19,2:1996-11-19}",US-NCSS,97P0182,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4777222,33.829834,177261,851332,United States of America,114,168,BCy,0,"{1:1.78,2:1.78}",1.78,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-19,2:1996-11-19}",US-NCSS,97P0182,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4777222,33.829834,177261,851333,United States of America,168,203,C,0,"{1:1.68,2:1.68}",1.68,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-19,2:1996-11-19}",US-NCSS,97P0182,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0044479,33.2530556,176388,845583,United States of America,50,68,Bt3,0,"{1:1.64,2:1.64}",1.64,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-20,2:1995-7-20}",US-NCSS,95P0866,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0044479,33.2530556,176388,845586,United States of America,160,193,Btk3,0,"{1:1.60,2:1.60}",1.6,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-20,2:1995-7-20}",US-NCSS,95P0866,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0736084,33.1208344,176395,845678,United States of America,48,101,E / Btp2,0,"{1:1.76,2:1.76}",1.76,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0873,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.998054499999,33.1333351,176396,845691,United States of America,54,72,Bt2,0,"{1:1.54,2:1.54}",1.54,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0874,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.998054499999,33.1333351,176396,845693,United States of America,107,137,Bk,0,"{1:1.58,2:1.58}",1.58,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0874,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1191635,33.1263885,176397,845701,United States of America,0,13,A1,0,"{1:1.68,2:1.68}",1.68,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0875,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1191635,33.1263885,176397,845702,United States of America,13,28,A2,0,"{1:1.65,2:1.65}",1.65,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0875,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1191635,33.1263885,176397,845705,United States of America,60,92,Bw2,0,"{1:1.51,2:1.51}",1.51,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0875,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1372223,33.1258316,176398,845720,United States of America,0,10,Ap1,0,"{1:1.51,2:1.51}",1.51,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0876,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2052765,33.1244431,176399,845742,United States of America,68,102,Bt2,0,"{1:1.69,2:1.69}",1.69,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-13,2:1995-7-13}",US-NCSS,95P0877,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2804718,33.1216927,176400,845751,United States of America,0,10,A1,0,"{1:1.66,2:1.66}",1.66,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0878,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2046127,33.2643051,177263,851344,United States of America,66,89,Bt,0,"{1:1.61,2:1.61}",1.61,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2046127,33.2643051,177263,851346,United States of America,102,119,2Btkb1,0,"{1:1.53,2:1.53}",1.53,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2046127,33.2643051,177263,851347,United States of America,119,145,2Btkb2,0,"{1:1.57,2:1.57}",1.57,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2046127,33.2643051,177263,851348,United States of America,145,165,3BCkb1,0,"{1:1.72,2:1.72}",1.72,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2046127,33.2643051,177263,851350,United States of America,180,196,3BCkb3,0,"{1:1.77,2:1.77}",1.77,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3474197,33.0177765,177264,851357,United States of America,114,135,Btb1,0,"{1:1.55,2:1.55}",1.55,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0185,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0702744,33.1599998,193924,964132,United States of America,10,28,A2,0,"{1:1.59,2:1.59}",1.59,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-30,2:1995-10-30}",US-NCSS,S95TX305001,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0702744,33.1599998,193924,964136,United States of America,122,147,Bwb,0,"{1:1.66,2:1.66}",1.66,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-30,2:1995-10-30}",US-NCSS,S95TX305001,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0550003,33.2641678,193925,964140,United States of America,10,28,Ap2,0,"{1:1.59,2:1.59}",1.59,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-11-1,2:1995-11-1}",US-NCSS,S95TX305002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0550003,33.2641678,193925,964143,United States of America,102,119,Btb1,0,"{1:1.77,2:1.77}",1.77,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-11-1,2:1995-11-1}",US-NCSS,S95TX305002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0550003,33.2641678,193925,964145,United States of America,145,170,Btkb1,0,"{1:1.66,2:1.66}",1.66,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-11-1,2:1995-11-1}",US-NCSS,S95TX305002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0550003,33.2641678,193925,964147,United States of America,213,234,2C1,0,"{1:1.71,2:1.71}",1.71,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-11-1,2:1995-11-1}",US-NCSS,S95TX305002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1352997,33.1308289,193926,964150,United States of America,10,25,An1,0,"{1:1.70,2:1.70}",1.7,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-30,2:1995-10-30}",US-NCSS,S95TX445001,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1352997,33.1308289,193926,964153,United States of America,94,132,Bkz,0,"{1:1.56,2:1.56}",1.56,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-30,2:1995-10-30}",US-NCSS,S95TX445001,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1352997,33.1308289,193926,964154,United States of America,132,150,2Bk1,0,"{1:1.64,2:1.64}",1.64,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-30,2:1995-10-30}",US-NCSS,S95TX445001,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.134964,33.1308517,193927,964158,United States of America,10,33,A2,0,"{1:1.57,2:1.57}",1.57,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:????-??-??,2:????-??-??}",US-NCSS,S95TX445002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.134964,33.1308517,193927,964163,United States of America,117,152,Bkb,0,"{1:1.47,2:1.47}",1.47,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:????-??-??,2:????-??-??}",US-NCSS,S95TX445002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.119445799999,33.1591682,193928,964168,United States of America,25,56,Bwn,0,"{1:1.42,2:1.42}",1.42,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-31,2:1995-10-31}",US-NCSS,S95TX445003,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.119445799999,33.1591682,193928,964170,United States of America,79,114,Bsskn1,0,"{1:1.74,2:1.74}",1.74,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-31,2:1995-10-31}",US-NCSS,S95TX445003,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.119445799999,33.1591682,193928,964172,United States of America,142,173,Bsskn3,0,"{1:1.67,2:1.67}",1.67,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-31,2:1995-10-31}",US-NCSS,S95TX445003,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.542778,34.3381119,142684,641115,United States of America,0,10,Ap,0,"{1:1.45,2:1.45}",1.45,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:2006-3-30,2:2006-3-30}",US-NCSS,06N0715,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.542778,34.3381119,142684,641116,United States of America,10,34,Bss1,0,"{1:1.64,2:1.64}",1.64,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:2006-3-30,2:2006-3-30}",US-NCSS,06N0715,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.542778,34.3381119,142684,641117,United States of America,34,88,,0,"{1:1.71,2:1.71}",1.71,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:2006-3-30,2:2006-3-30}",US-NCSS,06N0715,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
