"year","treatment","observation_type","material","rate","units","equipment","date","crop"
2013,"T6","Harvest",NA,NA,NA,"John Deere 6400 Tractor",2013-08-21,NA
2013,"T6","Harvest",NA,NA,NA,"New Holland 1038 Stackliner (Bale Stacker)",2013-08-21,NA
2013,"T6","Harvest",NA,NA,NA,"New Holland Baler",2013-08-21,NA
2014,"T1","Fertilizer application","0-0-60 potash fertilizer",70,"pound","Gandy Orbit-Air (30' boom)",2014-04-18,"Maize"
2014,"T1","Fertilizer application",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2014-04-18,"Maize"
2014,"T2","Fertilizer application","0-0-60 potash fertilizer",70,"pound","Gandy Orbit-Air (30' boom)",2014-04-18,"Maize"
2014,"T2","Fertilizer application",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2014-04-18,"Maize"
2014,"T3","Fertilizer application","0-0-60 potash fertilizer",70,"pound","Gandy Orbit-Air (30' boom)",2014-04-21,"Maize"
2014,"T3","Fertilizer application",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2014-04-21,"Maize"
2014,"T6","Fertilizer application","0-0-60 potash fertilizer",500,"pound","Gandy Orbit-Air (30' boom)",2014-04-21,NA
2014,"T6","Fertilizer application",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2014-04-21,NA
2014,"T7","Soil Preparation",NA,NA,NA,"John Deere 714 Chisel plow",2014-04-21,NA
2014,"T7","Soil Preparation",NA,NA,NA,"John Deere 7520 Tractor",2014-04-21,NA
2014,"T1","Soil Preparation",NA,NA,NA,"John Deere 714 Chisel plow",2014-04-23,"Maize"
2014,"T1","Soil Preparation",NA,NA,NA,"John Deere 7520 Tractor",2014-04-23,"Maize"
2014,"T8","Fertilizer application","0-0-60 potash fertilizer",70,"pound","Gandy Orbit-Air (30' boom)",2014-04-24,NA
2014,"T8","Fertilizer application",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2014-04-24,NA
2014,"T1","Soil Preparation",NA,NA,NA,"John Deere 726 15'9"" soil finisher",2014-05-05,"Maize"
2014,"T2","Fertilizer application","19-17-0 liquid fertilizer",14,"gallon","John Deere 1730 Maxemerge Plus Planter",2014-05-10,"Maize"
2014,"T2","Fertilizer application","Dekalb DKC52-59 Corn Hybrid",30000,"seeds","John Deere 1730 Maxemerge Plus Planter",2014-05-10,"Maize"
2014,"T2","Fertilizer application",NA,NA,NA,"John Deere 7330 Tractor",2014-05-10,"Maize"
2014,"T2","Fertilizer application",NA,NA,NA,NA,2014-05-10,"Maize"
2014,"T2","Planting","19-17-0 liquid fertilizer",14,"gallon","John Deere 1730 Maxemerge Plus Planter",2014-05-10,"Maize"
2014,"T2","Planting","Dekalb DKC52-59 Corn Hybrid",30000,"seeds","John Deere 1730 Maxemerge Plus Planter",2014-05-10,"Maize"
2014,"T2","Planting",NA,NA,NA,"John Deere 7330 Tractor",2014-05-10,"Maize"
2014,"T2","Planting",NA,NA,NA,NA,2014-05-10,"Maize"
2014,"T1","Fertilizer application","19-17-0 liquid fertilizer",14,"gallon","John Deere 1730 Maxemerge Plus Planter",2014-05-12,"Maize"
2014,"T1","Fertilizer application","Dekalb DKC52-59 Corn Hybrid",30000,"seeds","John Deere 1730 Maxemerge Plus Planter",2014-05-12,"Maize"
2014,"T1","Fertilizer application",NA,NA,NA,"John Deere 7330 Tractor",2014-05-12,"Maize"
2014,"T1","Fertilizer application",NA,NA,NA,NA,2014-05-12,"Maize"
2014,"T1","Planting","19-17-0 liquid fertilizer",14,"gallon","John Deere 1730 Maxemerge Plus Planter",2014-05-12,"Maize"
2014,"T1","Planting","Dekalb DKC52-59 Corn Hybrid",30000,"seeds","John Deere 1730 Maxemerge Plus Planter",2014-05-12,"Maize"
2014,"T1","Planting",NA,NA,NA,"John Deere 7330 Tractor",2014-05-12,"Maize"
2014,"T1","Planting",NA,NA,NA,NA,2014-05-12,"Maize"
2014,"T7","Soil Preparation",NA,NA,NA,"John Deere 726 15'9"" soil finisher",2014-05-12,NA
2014,"T7","Soil Preparation",NA,NA,NA,"John Deere 7420a Tractor",2014-05-12,NA
2014,"T7","Soil Preparation",NA,NA,NA,"John Deere 960 10' field cultivator",2014-05-12,NA
2014,"T5","Fertilizer application","Ammonium sulfate (AMS)",NA,"unknown","broadcast spreader (by hand)",2014-05-13,NA
2014,"T5","Fertilizer application",NA,NA,NA,NA,2014-05-13,NA
2014,"T8","Fertilizer application","19-17-0 liquid fertilizer",14,"gallon","John Deere 7330 Tractor",2014-05-19,NA
2014,"T8","Fertilizer application","Dekalb DKC52-59 Corn Hybrid",30000,"seeds","John Deere 1730 Maxemerge Plus Planter",2014-05-19,NA
2014,"T8","Planting","19-17-0 liquid fertilizer",14,"gallon","John Deere 7330 Tractor",2014-05-19,NA
2014,"T8","Planting","Dekalb DKC52-59 Corn Hybrid",30000,"seeds","John Deere 1730 Maxemerge Plus Planter",2014-05-19,NA
2014,"T3","Soil Preparation",NA,NA,NA,"John Deere 714 Chisel plow",2014-05-20,"Maize"
2014,"T3","Soil Preparation",NA,NA,NA,"John Deere 7520 Tractor",2014-05-20,"Maize"
2014,"T4","Soil Preparation",NA,NA,NA,"John Deere 714 Chisel plow",2014-05-22,"Maize"
2014,"T4","Soil Preparation",NA,NA,NA,"John Deere 7520 Tractor",2014-05-22,"Maize"
2014,"T3","Soil Preparation",NA,NA,NA,"Disc: Krause 2204A Tandem Rock Flex 14 ft  Wheel Disc",2014-05-23,"Maize"
2014,"T3","Soil Preparation",NA,NA,NA,"John Deere 726 15'9"" soil finisher",2014-05-23,"Maize"
2014,"T3","Soil Preparation",NA,NA,NA,"John Deere 7420a Tractor",2014-05-23,"Maize"
2014,"T3","Fertilizer application","19-17-0 liquid fertilizer",14,"gallon","John Deere 1730 Maxemerge Plus Planter",2014-05-24,"Maize"
2014,"T3","Fertilizer application","Dekalb DKC52-59 Corn Hybrid",30000,"seeds","John Deere 1730 Maxemerge Plus Planter",2014-05-24,"Maize"
2014,"T3","Fertilizer application",NA,NA,NA,"John Deere 7330 Tractor",2014-05-24,"Maize"
2014,"T3","Planting","19-17-0 liquid fertilizer",14,"gallon","John Deere 1730 Maxemerge Plus Planter",2014-05-24,"Maize"
2014,"T3","Planting","Dekalb DKC52-59 Corn Hybrid",30000,"seeds","John Deere 1730 Maxemerge Plus Planter",2014-05-24,"Maize"
2014,"T3","Planting",NA,NA,NA,"John Deere 7330 Tractor",2014-05-24,"Maize"
2014,"T4","Soil Preparation",NA,NA,NA,"John Deere 726 15'9"" soil finisher",2014-05-29,"Maize"
2014,"T6","Harvest",NA,NA,NA,"John Deere 4995 Discbine with 14'6"" cutting head",2014-05-30,NA
2014,"T4","Planting","Blue River Hybrids Corn Hybrid 25M75 Organic Corn",30000,"seeds","John Deere 1730 Maxemerge Plus Planter",2014-05-31,"Maize"
2014,"T4","Planting",NA,NA,NA,"John Deere 7330 Tractor",2014-05-31,"Maize"
2014,"T4","Soil Preparation",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2014-05-31,"Maize"
2014,"T4","Soil Preparation",NA,NA,NA,"John Deere 970 12 ft Cultimulcher",2014-05-31,"Maize"
2014,NA,"Planting","Blue River Hybrids Corn Hybrid 25M75 Organic Corn",30000,"seeds","John Deere 1730 Maxemerge Plus Planter",2014-05-31,NA
2014,NA,"Planting",NA,NA,NA,"John Deere 7330 Tractor",2014-05-31,NA
2014,NA,"Soil Preparation",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2014-05-31,NA
2014,NA,"Soil Preparation",NA,NA,NA,"John Deere 970 12 ft Cultimulcher",2014-05-31,NA
2014,"T1","Fertilizer application","28% UAN (28-0-0)",40,"gallon","28% CLARK Six Row Fertilizer Applicator",2014-06-17,"Maize"
2014,"T1","Fertilizer application",NA,NA,NA,"John Deere 7420a Tractor",2014-06-17,"Maize"
2014,"T2","Fertilizer application","28% UAN (28-0-0)",40,"gallon","28% CLARK Six Row Fertilizer Applicator",2014-06-18,"Maize"
2014,"T2","Fertilizer application",NA,NA,NA,"John Deere 7420a Tractor",2014-06-18,"Maize"
2014,"T8","Fertilizer application","28% UAN (28-0-0)",40,"gallon","28% CLARK Six Row Fertilizer Applicator",2014-06-18,NA
2014,"T8","Fertilizer application",NA,NA,NA,"John Deere 7420a Tractor",2014-06-18,NA
2014,NA,"Fertilizer application","28% UAN (28-0-0)",40,"gallon","28% (FSC Built) Six Row Fertilizer Applicator",2014-06-28,NA
2014,NA,"Fertilizer application",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2014-06-28,NA
2014,"T6","Harvest",NA,NA,NA,"Case IH 7110 Tractor",2014-07-03,NA
2014,"T6","Harvest",NA,NA,NA,"John Deere 2155 Tractor",2014-07-03,NA
2014,"T6","Harvest",NA,NA,NA,"John Deere 7810 Tractor",2014-07-03,NA
2014,"T6","Harvest",NA,NA,NA,"New Holland 258 Rake - double rakes, left hand delivery.",2014-07-03,NA
2014,"T6","Harvest",NA,NA,NA,"New Holland FP230 Forage Harvester - Pull Type",2014-07-03,NA
2014,"T6","Harvest",NA,NA,NA,"Truck #1270 (White/Green)",2014-07-03,NA
2014,"T6","Harvest",NA,NA,NA,"Wagon - Richardton 700 Forage Dump Wagon",2014-07-03,NA
2014,"T6","Harvest",NA,NA,NA,"Hay Tedder (Sitrex 2-rotor, rotary tedder)",2014-08-08,NA
2014,"T6","Harvest",NA,NA,NA,"John Deere 5425 Tractor",2014-08-08,NA
2014,"T6","Harvest",NA,NA,NA,"John Deere 6400 Tractor",2014-08-09,NA
2014,"T6","Harvest",NA,NA,NA,"New Holland 258 Rake - single rake, left hand delivery.",2014-08-09,NA
2014,"T6","Harvest",NA,NA,NA,"John Deere 5425 with cab, MFWD, and loader",2014-08-10,NA
2014,"T6","Harvest",NA,NA,NA,"New Holland 1038 Stackliner (Bale Stacker)",2014-08-10,NA
2014,"T6","Harvest",NA,NA,NA,"New Holland 1469 - Haybiner",2014-08-10,NA
2014,"T6","Fertilizer application","0-46-0 phosphate fertilizer",220,"pound","Gandy Orbit-Air (30' boom)",2014-08-15,NA
2014,"T6","Fertilizer application","0-0-60 potash fertilizer",512,"pound","Gandy Orbit-Air (30' boom)",2014-08-27,NA
2014,"T6","Fertilizer application","boron (B)",15,"pound","Gandy Orbit-Air (30' boom)",2014-08-27,NA
2014,"T6","Fertilizer application",NA,NA,NA,NA,2014-08-27,NA
2014,"T8","Harvest",NA,NA,NA,"Kincaid 8XP Plot Combine",2014-10-29,NA
2014,"T8","Harvest",NA,NA,NA,NA,2014-10-29,NA
2014,"T1","Harvest",NA,NA,NA,"John Deere  9410 combine",2014-10-30,"Maize"
2014,"T1","Harvest",NA,NA,NA,"John Deere 7400 Tractor",2014-10-30,"Maize"
2014,"T1","Harvest",NA,NA,NA,"Truck #1270 (White/Green)",2014-10-30,"Maize"
2014,"T1","Harvest",NA,NA,NA,"Truck #1271 (Blue/White)",2014-10-30,"Maize"
2014,"T1","Harvest",NA,NA,NA,"Truck #892 (Blue/Red)",2014-10-30,"Maize"
2014,"T1","Harvest",NA,NA,NA,"Wagon",2014-10-30,"Maize"
2014,"T1","Harvest",NA,NA,NA,"Weigh Wagon, Brent by Unverferth Manufacturing Co.",2014-10-30,"Maize"
2014,"T1","Harvest",NA,NA,NA,NA,2014-10-30,"Maize"
2014,"T2","Harvest",NA,NA,NA,"John Deere  9410 combine",2014-10-30,"Maize"
2014,"T2","Harvest",NA,NA,NA,"John Deere 7400 Tractor",2014-10-30,"Maize"
2014,"T2","Harvest",NA,NA,NA,"Truck #1270 (White/Green)",2014-10-30,"Maize"
2014,"T2","Harvest",NA,NA,NA,"Truck #1271 (Blue/White)",2014-10-30,"Maize"
2014,"T2","Harvest",NA,NA,NA,"Truck #892 (Blue/Red)",2014-10-30,"Maize"
2014,"T2","Harvest",NA,NA,NA,"Wagon",2014-10-30,"Maize"
2014,"T2","Harvest",NA,NA,NA,"Weigh Wagon, Brent by Unverferth Manufacturing Co.",2014-10-30,"Maize"
2014,"T2","Harvest",NA,NA,NA,NA,2014-10-30,"Maize"
2014,NA,"Harvest",NA,NA,NA,"Kincaid 8XP Plot Combine",2014-11-03,NA
2014,NA,"Harvest",NA,NA,NA,"Truck #892 (Blue/Red)",2014-11-03,NA
2014,NA,"Harvest",NA,NA,NA,NA,2014-11-03,NA
2014,"T3","Harvest",NA,NA,NA,"John Deere  9410 combine",2014-11-05,"Maize"
2014,"T3","Harvest",NA,NA,NA,"Truck #1270 (White/Green)",2014-11-05,"Maize"
2014,"T3","Harvest",NA,NA,NA,"Truck #1271 (Blue/White)",2014-11-05,"Maize"
2014,"T3","Harvest",NA,NA,NA,"Truck #892 (Blue/Red)",2014-11-05,"Maize"
2014,"T3","Harvest",NA,NA,NA,"Weigh Wagon, Brent by Unverferth Manufacturing Co.",2014-11-05,"Maize"
2014,"T3","Harvest",NA,NA,NA,NA,2014-11-05,"Maize"
2014,"T3","Planting","rye",164,"pound","John Deere 1590 15' no-till drill",2014-11-07,"Maize"
2014,"T3","Planting",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2014-11-07,"Maize"
2014,"T4","Harvest",NA,NA,NA,"John Deere  9410 combine",2014-11-07,"Maize"
2014,"T4","Harvest",NA,NA,NA,"Truck #1270 (White/Green)",2014-11-07,"Maize"
2014,"T4","Harvest",NA,NA,NA,"Truck #1271 (Blue/White)",2014-11-07,"Maize"
2014,"T4","Harvest",NA,NA,NA,"Truck #892 (Blue/Red)",2014-11-07,"Maize"
2014,"T4","Harvest",NA,NA,NA,"Weigh Wagon, Brent by Unverferth Manufacturing Co.",2014-11-07,"Maize"
2014,"T4","Harvest",NA,NA,NA,NA,2014-11-07,"Maize"
2014,"T4","Planting","Organic Cereal Rye",134,"pound","John Deere 1590 15' no-till drill",2014-11-07,"Maize"
2014,"T4","Planting",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2014-11-07,"Maize"
2015,"T1","Fertilizer application","0-0-60 potash fertilizer",150,"pound","Gandy Orbit-Air (30' boom)",2015-04-06,"Soybean"
2015,"T1","Fertilizer application",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2015-04-06,"Soybean"
2015,"T2","Fertilizer application","0-0-60 potash fertilizer",150,"pound","Gandy Orbit-Air (30' boom)",2015-04-06,"Soybean"
2015,"T2","Fertilizer application",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2015-04-06,"Soybean"
2015,"T3","Fertilizer application","0-0-60 potash fertilizer",150,"pound","Gandy Orbit-Air (30' boom)",2015-04-06,"Soybean"
2015,"T3","Fertilizer application",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2015-04-06,"Soybean"
2015,"T8","Fertilizer application","0-0-60 potash fertilizer",250,"pound","Gandy Orbit-Air (30' boom)",2015-04-07,NA
2015,"T8","Fertilizer application",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2015-04-07,NA
2015,"T1","Fertilizer application","0-46-0 phosphate fertilizer",100,"pound","Gandy Orbit-Air (30' boom)",2015-04-14,"Soybean"
2015,"T2","Fertilizer application","0-46-0 phosphate fertilizer",100,"pound","Gandy Orbit-Air (30' boom)",2015-04-14,"Soybean"
2015,"T3","Fertilizer application","0-46-0 phosphate fertilizer",100,"pound","Gandy Orbit-Air (30' boom)",2015-04-14,"Soybean"
2015,"T8","Fertilizer application","0-46-0 phosphate fertilizer",100,"pound","Gandy Orbit-Air (30' boom)",2015-04-14,NA
2015,"T6","Fertilizer application","0-46-0 phosphate fertilizer",200,"pound","Gandy Orbit-Air (30' boom)",2015-04-15,NA
2015,"T6","Fertilizer application",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2015-04-15,NA
2015,"T6","Fertilizer application","0-0-60 potash fertilizer",300,"pound","Gandy Orbit-Air (30' boom)",2015-04-23,NA
2015,"T6","Fertilizer application","boron (B)",20,"pound","Gandy Orbit-Air (30' boom)",2015-04-23,NA
2015,"T1","Soil Preparation",NA,NA,NA,"John Deere 714 Chisel plow",2015-05-02,"Soybean"
2015,"T1","Soil Preparation",NA,NA,NA,"John Deere 7520 Tractor",2015-05-02,"Soybean"
2015,"T7","Soil Preparation",NA,NA,NA,"John Deere 714 Chisel plow",2015-05-08,NA
2015,"T7","Soil Preparation",NA,NA,NA,"John Deere 7520 Tractor",2015-05-08,NA
2015,"T1","Soil Preparation",NA,NA,NA,"John Deere 726 15'9"" soil finisher",2015-05-18,"Soybean"
2015,"T7","Soil Preparation",NA,NA,NA,"John Deere 7420a Tractor",2015-05-18,NA
2015,"T7","Soil Preparation",NA,NA,NA,"John Deere 960 10' field cultivator",2015-05-18,NA
2015,NA,"Soil Preparation",NA,NA,NA,"John Deere 726 15'9"" soil finisher",2015-05-18,NA
2015,NA,"Soil Preparation",NA,NA,NA,"John Deere 7520 Tractor",2015-05-18,NA
2015,"T1","Planting","Pioneer P22T69R (Round Up Ready) Soybean Seed",180000,"seeds","John Deere 1730 Maxemerge Plus Planter",2015-05-19,"Soybean"
2015,"T1","Planting",NA,NA,NA,"John Deere 7330 Tractor",2015-05-19,"Soybean"
2015,"T1","Soil Preparation",NA,NA,NA,"John Deere 7420a Tractor",2015-05-19,"Soybean"
2015,"T1","Soil Preparation",NA,NA,NA,"John Deere 970 12 ft Cultimulcher",2015-05-19,"Soybean"
2015,"T1","Soil Preparation",NA,NA,NA,NA,2015-05-19,"Soybean"
2015,NA,"Soil Preparation",NA,NA,NA,"John Deere 7420a Tractor",2015-05-19,NA
2015,NA,"Soil Preparation",NA,NA,NA,"John Deere 970 12 ft Cultimulcher",2015-05-19,NA
2015,NA,"Soil Preparation",NA,NA,NA,NA,2015-05-19,NA
2015,"T2","Planting","Pioneer P22T69R (Round Up Ready) Soybean Seed",180000,"seeds","John Deere 1730 Maxemerge Plus Planter",2015-05-20,"Soybean"
2015,"T2","Planting",NA,NA,NA,"John Deere 7330 Tractor",2015-05-20,"Soybean"
2015,"T3","Soil Preparation",NA,NA,NA,"John Deere 714 Chisel plow",2015-05-20,"Soybean"
2015,"T3","Soil Preparation",NA,NA,NA,"John Deere 7520 Tractor",2015-05-20,"Soybean"
2015,"T6","Harvest",NA,NA,NA,"John Deere 4995 Discbine with 14'6"" cutting head",2015-05-21,NA
2015,"T3","Soil Preparation",NA,NA,NA,"John Deere 726 15'9"" soil finisher",2015-05-22,"Soybean"
2015,"T3","Soil Preparation",NA,NA,NA,"John Deere 7420a Tractor",2015-05-22,"Soybean"
2015,"T3","Soil Preparation",NA,NA,NA,"John Deere 970 12 ft Cultimulcher",2015-05-22,"Soybean"
2015,"T6","Harvest",NA,NA,NA,"JD tractor - type unknown",2015-05-22,NA
2015,"T6","Harvest",NA,NA,NA,"John Deere 7810 Tractor",2015-05-22,NA
2015,"T6","Harvest",NA,NA,NA,"New Holland FP230 Forage Harvester - Pull Type",2015-05-22,NA
2015,"T6","Harvest",NA,NA,NA,"Truck #1271 (Blue/White)",2015-05-22,NA
2015,"T6","Harvest",NA,NA,NA,"Wagon - Richardton 700 Forage Dump Wagon",2015-05-22,NA
2015,"T6","Harvest",NA,NA,NA,NA,2015-05-22,NA
2015,"T3","Planting","Pioneer P22T69R (Round Up Ready) Soybean Seed",180000,"seeds","John Deere 1730 Maxemerge Plus Planter",2015-05-23,"Soybean"
2015,"T3","Planting",NA,NA,NA,"John Deere 7330 Tractor",2015-05-23,"Soybean"
2015,"T4","Soil Preparation",NA,NA,NA,"John Deere 714 Chisel plow",2015-05-23,"Soybean"
2015,"T4","Soil Preparation",NA,NA,NA,"John Deere 7520 Tractor",2015-05-23,"Soybean"
2015,"T4","Soil Preparation",NA,NA,NA,"John Deere 726 15'9"" soil finisher",2015-06-03,"Soybean"
2015,"T4","Soil Preparation",NA,NA,NA,NA,2015-06-03,"Soybean"
2015,"T4","Planting","Viking Organic Soybean Seed Variety 0.2265",180000,"seeds","John Deere 1730 Maxemerge Plus Planter",2015-06-04,"Soybean"
2015,"T4","Planting",NA,NA,NA,"John Deere 7330 Tractor",2015-06-04,"Soybean"
2015,"T4","Soil Preparation",NA,NA,NA,"John Deere 7420a Tractor",2015-06-04,"Soybean"
2015,"T4","Soil Preparation",NA,NA,NA,"John Deere 970 12 ft Cultimulcher",2015-06-04,"Soybean"
2015,"T8","Planting","Pioneer P22T69R (Round Up Ready) Soybean Seed",180000,"seeds","John Deere 1730 Maxemerge Plus Planter",2015-06-10,NA
2015,"T8","Planting",NA,NA,NA,"John Deere 7330 Tractor",2015-06-10,NA
2015,"T5","Fertilizer application",NA,NA,NA,NA,2015-07-02,NA
2015,"T1","Harvest",NA,NA,NA,"John Deere  9410 combine",2015-09-30,"Soybean"
2015,"T1","Harvest",NA,NA,NA,"Truck #1270 (White/Green)",2015-09-30,"Soybean"
2015,"T1","Harvest",NA,NA,NA,"Truck #1271 (Blue/White)",2015-09-30,"Soybean"
2015,"T1","Harvest",NA,NA,NA,"Truck #892 (Blue/Red)",2015-09-30,"Soybean"
2015,"T1","Harvest",NA,NA,NA,"Weigh Wagon, Brent by Unverferth Manufacturing Co.",2015-09-30,"Soybean"
2015,"T2","Harvest",NA,NA,NA,"John Deere  9410 combine",2015-09-30,"Soybean"
2015,"T2","Harvest",NA,NA,NA,"Truck #1270 (White/Green)",2015-09-30,"Soybean"
2015,"T2","Harvest",NA,NA,NA,"Truck #1271 (Blue/White)",2015-09-30,"Soybean"
2015,"T2","Harvest",NA,NA,NA,"Truck #892 (Blue/Red)",2015-09-30,"Soybean"
2015,"T2","Harvest",NA,NA,NA,"Weigh Wagon, Brent by Unverferth Manufacturing Co.",2015-09-30,"Soybean"
2015,"T3","Harvest",NA,NA,NA,"John Deere  9410 combine",2015-09-30,"Soybean"
2015,"T3","Harvest",NA,NA,NA,"Truck #1270 (White/Green)",2015-09-30,"Soybean"
2015,"T3","Harvest",NA,NA,NA,"Truck #1271 (Blue/White)",2015-09-30,"Soybean"
2015,"T3","Harvest",NA,NA,NA,"Truck #892 (Blue/Red)",2015-09-30,"Soybean"
2015,"T3","Harvest",NA,NA,NA,"Weigh Wagon, Brent by Unverferth Manufacturing Co.",2015-09-30,"Soybean"
2015,"T2","Planting","Pioneer 25R40 soft red winter wheat (Treated)",150,"pound","John Deere 1590 15' no-till drill",2015-10-02,"Soybean"
2015,"T2","Planting",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2015-10-02,"Soybean"
2015,"T1","Soil Preparation",NA,NA,NA,"John Deere 7330 Tractor",2015-10-03,"Soybean"
2015,"T3","Soil Preparation",NA,NA,NA,"John Deere 7330 Tractor",2015-10-05,"Soybean"
2015,"T3","Soil Preparation",NA,NA,NA,NA,2015-10-05,"Soybean"
2015,"T1","Planting",NA,NA,NA,"John Deere 1590 15' no-till drill",2015-10-06,"Soybean"
2015,"T1","Planting",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2015-10-06,"Soybean"
2015,"T3","Planting",NA,NA,NA,"John Deere 1590 15' no-till drill",2015-10-07,"Soybean"
2015,"T3","Planting",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2015-10-07,"Soybean"
2015,"T6","Planting",NA,NA,NA,"John Deere 1590 15' no-till drill",2015-10-09,NA
2015,"T6","Planting",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2015-10-09,NA
2015,"T8","Harvest",NA,NA,NA,"Kincaid 8XP Plot Combine",2015-10-19,NA
2015,"T8","Harvest",NA,NA,NA,"Truck #1271 (Blue/White)",2015-10-19,NA
2015,NA,"Harvest",NA,NA,NA,"Kincaid 8XP Plot Combine",2015-10-19,NA
2015,NA,"Harvest",NA,NA,NA,"Truck #1271 (Blue/White)",2015-10-19,NA
2015,"T4","Harvest",NA,NA,NA,"John Deere  9410 combine",2015-10-20,"Soybean"
2015,"T4","Harvest",NA,NA,NA,"Truck #1270 (White/Green)",2015-10-20,"Soybean"
2015,"T4","Harvest",NA,NA,NA,"Truck #1271 (Blue/White)",2015-10-20,"Soybean"
2015,"T4","Harvest",NA,NA,NA,"Weigh Wagon, Brent by Unverferth Manufacturing Co.",2015-10-20,"Soybean"
2015,"T4","Harvest",NA,NA,NA,NA,2015-10-20,"Soybean"
2015,"T8","Planting",NA,NA,NA,"John Deere 1590 15' no-till drill",2015-10-20,NA
2015,"T8","Planting",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2015-10-20,NA
2015,"T4","Soil Preparation",NA,NA,NA,"John Deere 7330 Tractor",2015-10-21,"Soybean"
2015,"T4","Planting",NA,NA,NA,"John Deere 1590 15' no-till drill",2015-10-23,"Soybean"
2015,"T4","Planting",NA,NA,NA,"John Deere 7420b Tractor (14.9 R 46 back tire size)",2015-10-23,"Soybean"
2015,NA,"Planting",NA,NA,NA,"drill",2015-12-04,NA
2015,NA,"Planting",NA,NA,NA,"JD tractor - type unknown",2015-12-04,NA
2016,"T1","Fertilizer application","28% UAN (28-0-0)",10,"gallon","Top Air Sprayer",2016-03-21,"Wheat"
2016,"T1","Fertilizer application",NA,NA,NA,"Chafer Stream Bars",2016-03-21,"Wheat"
2016,"T1","Fertilizer application",NA,NA,NA,"John Deere 5220 Tractor",2016-03-21,"Wheat"
2016,"T2","Fertilizer application","28% UAN (28-0-0)",10,"gallon","Top Air Sprayer",2016-03-21,"Wheat"
2016,"T2","Fertilizer application",NA,NA,NA,"Chafer Stream Bars",2016-03-21,"Wheat"
2016,"T2","Fertilizer application",NA,NA,NA,"John Deere 5220 Tractor",2016-03-21,"Wheat"
2016,"T3","Fertilizer application","28% UAN (28-0-0)",10,"gallon","Top Air Sprayer",2016-03-21,"Wheat"
2016,"T3","Fertilizer application",NA,NA,NA,"Chafer Stream Bars",2016-03-21,"Wheat"
