# Activity report,,,,
#,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/162,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/162.csv,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/7.eml,,,,
#,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,
# Use of the data constitutes acceptance of the terms.,,,,
#,,,,
#     VARIATE TABLE,,,,
"# Obs_date		observation date",,,,
"# Treatment		experimental treatment",,,,
"# Plot		plot where the activity occured",,,,
"# Observation_type		type of activity.",,,,
"# Equipment		equipment used during the activity.",,,,
#,,,,
#,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,
#,,,,
#,,,,
Obs_date,Treatment,Plot,Observation_type,Equipment
4/18/2001,T1,T1R1,Fertilizer application,Top Air Sprayer
4/18/2001,T8,T8ntR1,Fertilizer application,JD Combine
4/5/2001,T1,T1R1,Fertilizer application,Top Air Sprayer
4/5/2001,T2,T2R1,Fertilizer application,Top Air Sprayer
4/5/2001,T3,T3R1,Fertilizer application,Top Air Sprayer
3/31/2001,T6,T6R1,Planting,unknown
3/20/2001,T3,T3R1,Planting,Gandy Orbit-Air (15' boom)
3/19/2001,T4,T4R1,Planting,Gandy Orbit-Air (15' boom)
11/6/2000,T8,T8R1,Mowing,John Deere 10' brushhog mower
11/1/2000,T3,T3R1,Planting,John Deere 750 10' no-till drill
11/1/2000,T8,T8ntR1,Planting,John Deere 750 10' no-till drill
10/31/2000,T4,T4R1,Planting,John Deere 750 10' no-till drill
10/30/2000,T1,T1R1,Planting,John Deere 750 10' no-till drill
10/30/2000,T3,T3R1,Soil Preparation,soil finisher --type unknown
10/30/2000,T4,T4R1,Soil Preparation,soil finisher --type unknown
10/23/2000,T2,T2R1,Planting,John Deere 750 10' no-till drill
10/20/2000,T1,T1R1,Soil Preparation,soil finisher --type unknown
10/19/2000,T4,T4R1,Harvest,unknown
10/18/2000,T3,T3R1,Harvest,unknown
10/14/2000,T3,T3R1,Harvest,unknown
10/14/2000,T4,T4R1,Harvest,unknown
10/12/2000,T1,T1R1,Harvest,unknown
10/11/2000,T1,T1R1,Harvest,unknown
8/25/2000,T6,T6R1,Harvest,John Deere 3430 12' haybine
7/20/2000,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
7/20/2000,T3,T3R1,Weed control,row cultivator --type unknown
7/20/2000,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
7/20/2000,T4,T4R1,Weed control,row cultivator --type unknown
7/14/2000,T6,T6R1,Harvest,John Deere 3430 12' haybine
7/5/2000,T3,T3R1,Weed control,Top Air Sprayer
6/30/2000,T4,T4R1,Weed control,row cultivator --type unknown
6/29/2000,T3,T3R1,Weed control,row cultivator --type unknown
6/23/2000,T1,T1R1,Weed control,Top Air Sprayer
6/23/2000,T2,T2R1,Weed control,Top Air Sprayer
6/23/2000,T4,T4R1,Weed control,Rotary Hoe
6/19/2000,T4,T4R1,Weed control,Rotary Hoe
6/7/2000,T3,T3R1,Soil Preparation,soil finisher --type unknown
6/7/2000,T3,T3R1,Planting,John Deere 7300 six row planter
6/7/2000,T4,T4R1,Planting,John Deere 7300 six row planter
6/7/2000,T4,T4R1,Soil Preparation,soil finisher --type unknown
5/26/2000,T2,T2R1,Planting,John Deere 750 10' no-till drill
5/26/2000,T2,T2R1,Pesticide application,high-boy (dairy)
5/26/2000,T3,T3R1,Soil Preparation,soil finisher --type unknown
5/26/2000,T4,T4R1,Soil Preparation,soil finisher --type unknown
5/25/2000,T1,T1R1,Soil Preparation,soil finisher --type unknown
5/25/2000,T1,T1R1,Planting,John Deere 750 10' no-till drill
5/8/2000,T1,T1R1,Soil Preparation,Disc: Krause 2204A Tandem Rock Flex 14 ft  Wheel Disc
5/8/2000,T3,T3R1,Soil Preparation,Disc: Krause 2204A Tandem Rock Flex 14 ft  Wheel Disc
5/8/2000,T4,T4R1,Soil Preparation,Disc: Krause 2204A Tandem Rock Flex 14 ft  Wheel Disc
5/4/2000,T1,T1R1,Soil Preparation,Glencoe Soil Saver - 'Nine Shank Chisel Plow'
5/3/2000,T3,T3R1,Soil Preparation,Glencoe Soil Saver - 'Nine Shank Chisel Plow'
5/3/2000,T4,T4R1,Soil Preparation,Glencoe Soil Saver - 'Nine Shank Chisel Plow'
5/3/2000,T6,T6R1,Planting,John Deere 750 10' no-till drill
12/1/1999,T8,T8R1,Weed control,mower
10/14/1999,T3,T3R1,Planting,disk
10/14/1999,T3,T3R1,Planting,unknown
10/14/1999,T4,T4R1,Planting,unknown
10/14/1999,T6,T6R1,Planting,disk
10/11/1999,T2,T2R1,Harvest,John Deere 4425 combine
10/11/1999,T3,T3R1,Harvest,John Deere 4425 combine
10/11/1999,T4,T4R1,Harvest,John Deere 4425 combine
10/5/1999,T1,T1R1,Harvest,combine
7/16/1999,T6,T6R1,Harvest,baler
7/15/1999,T6,T6R1,Harvest,rake
7/12/1999,T6,T6R1,Harvest,John Deere Haybine
7/2/1999,T3,T3R1,Planting,unknown
7/2/1999,T3,T3R1,Soil Preparation,Case IH 183 S-tine 6 row cultivator
7/2/1999,T4,T4R1,Planting,unknown
6/30/1999,T1,T1R1,Fertilizer application,Gandy Orbit-Air (15' boom)
6/30/1999,T1,T1R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/30/1999,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/29/1999,T2,T2R1,Fertilizer application,unknown
6/17/1999,T4,T4R1,Weed control,row cultivator --type unknown
6/16/1999,T3,T3R1,Weed control,row cultivator --type unknown
6/10/1999,T4,T4R1,Weed control,row cultivator --type unknown
6/7/1999,T3,T3R1,Soil Preparation,Rotary Hoe
6/7/1999,T4,T4R1,Soil Preparation,Rotary Hoe
5/27/1999,T3,T3R1,Soil Preparation,Rotary Hoe
5/27/1999,T4,T4R1,Soil Preparation,Rotary Hoe
5/19/1999,T1,T1R1,Fertilizer application,Buffalo planter
5/19/1999,T1,T1R1,Planting,Buffalo planter
5/19/1999,T2,T2R1,Weed control,broadcast sprayer
5/14/1999,T2,T2R1,Planting,Buffalo no-till planter
5/14/1999,T2,T2R1,Fertilizer application,unknown
5/13/1999,T3,T3R1,Planting,Buffalo planter
5/13/1999,T3,T3R1,Fertilizer application,Buffalo planter
5/13/1999,T4,T4R1,Planting,Buffalo planter
5/13/1999,T4,T4R1,Fertilizer application,Buffalo planter
5/10/1999,T3,T3R1,Soil Preparation,12 ft glenco field cultivator
5/9/1999,T2,T2R1,Weed control,unknown
5/9/1999,T3,T3R1,Soil Preparation,12 ft glenco field cultivator
5/4/1999,T3,T3R1,Soil Preparation,Chisel plow --type unknown
5/4/1999,T4,T4R1,Soil Preparation,"chisel plow with narrow 4"" twist spades"
5/3/1999,T1,T1R1,Soil Preparation,"chisel plow with narrow 4"" twist spades"
4/26/1999,T6,T6R1,Planting,unknown
4/20/1999,T1,T1R1,Fertilizer application,Terra-Gator
4/20/1999,T2,T2R1,Fertilizer application,unknown
4/20/1999,T3,T3R1,Fertilizer application,Terra-Gator
4/20/1999,T6,T6R1,Fertilizer application,Terra-Gator
4/14/1999,T6,T6R1,Weed control,unknown
12/1/1998,T8,T8R1,Weed control,John Deere Rotary Mower
12/1/1998,T8,T8R1,Weed control,mower
9/1/1998,T3,T3R1,Weed control,John Deere Rotary Mower
9/1/1998,T4,T4R1,Weed control,John Deere Rotary Mower
8/25/1998,T6,T6R1,Harvest,baler
8/21/1998,T6,T6R1,Harvest,unknown
8/1/1998,T3,T3R1,Harvest,baler
8/1/1998,T4,T4R1,Harvest,baler
7/20/1998,T1,T1R1,Harvest,combine
7/20/1998,T2,T2R1,Harvest,combine
7/14/1998,T2,T2R1,Harvest,combine
7/11/1998,T1,T1R1,Harvest,combine
7/11/1998,T3,T3R1,Harvest,combine
7/11/1998,T4,T4R1,Harvest,combine
7/11/1998,T6,T6R1,Harvest,chopper? for chopping...
6/1/1998,T6,T6R1,Harvest,chopper? for chopping...
5/31/1998,T6,T6R1,Harvest,John Deere Haybine
4/20/1998,T1,T1R1,Fertilizer application,unknown
4/20/1998,T2,T2R1,Fertilizer application,unknown
4/20/1998,T3,T3R1,Fertilizer application,unknown
3/1/1998,T3,T3R1,Planting,Gandy Air Seeder
3/1/1998,T4,T4R1,Planting,Gandy Air Seeder
3/1/1998,T4,T4R1,Planting,unknown
12/2/1997,T8,T8R1,Weed control,mower
10/30/1997,T4,T4R1,Planting,John Deere 750 10' no-till drill
10/26/1997,T3,T3R1,Soil Preparation,cultipacker
10/26/1997,T3,T3R1,Soil Preparation,John Deere 970 12 ft Cultimulcher
10/22/1997,T1,T1R1,Planting,unknown
10/22/1997,T1,T1R1,Soil Preparation,cultipacker
10/22/1997,T1,T1R1,Soil Preparation,row cultivator --type unknown
10/22/1997,T2,T2R1,Planting,John Deere 450 conventional 10' drill
10/21/1997,T1,T1R1,Soil Preparation,disk
10/21/1997,T2,T2R1,Planting,unknown
10/21/1997,T4,T4R1,Harvest,John Deere 4425 combine
10/21/1997,T4,T4R1,Soil Preparation,disk
10/20/1997,T2,T2R1,Harvest,John Deere 4425 combine
10/20/1997,T3,T3R1,Soil Preparation,disk
10/20/1997,T3,T3R1,Harvest,John Deere 4425 combine
10/19/1997,T2,T2R1,Harvest,John Deere 4425 combine
10/17/1997,T1,T1R1,Harvest,John Deere 4425 combine
10/17/1997,T1,T1R1,Harvest,John Deere 4425 combine
8/21/1997,T6,T6R1,Harvest,unknown
7/11/1997,T6,T6R1,Harvest,unknown
7/9/1997,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
7/2/1997,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/30/1997,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/25/1997,T3,T3R1,Weed control,Lely cultivator
6/19/1997,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/18/1997,T3,T3R1,Weed control,broadcast sprayer
6/17/1997,T3,T3R1,Weed control,unknown
6/13/1997,T6,T6R1,Fertilizer application,broadcast sprayer
6/11/1997,T4,T4R1,Soil Preparation,Rotary Hoe
6/11/1997,T6,T6R1,Harvest,unknown
6/10/1997,T6,T6R1,Harvest,unknown
6/5/1997,T4,T4R1,Weed control,Buffalo planter
5/23/1997,T3,T3R1,Planting,Buffalo planter
5/23/1997,T4,T4R1,Planting,Buffalo planter
5/22/1997,T1,T1R1,Planting,John Deere 750 10' no-till drill
5/22/1997,T3,T3R1,Soil Preparation,row cultivator --type unknown
5/22/1997,T4,T4R1,Soil Preparation,cultipacker
5/22/1997,T4,T4R1,Soil Preparation,row cultivator --type unknown
5/21/1997,T2,T2R1,Planting,John Deere 750 10' no-till drill
5/20/1997,T2,T2R1,Weed control,unknown
5/20/1997,T2,T2R1,Weed control,unknown
5/13/1997,T1,T1R1,Soil Preparation,disk
5/13/1997,T3,T3R1,Soil Preparation,disk
5/13/1997,T3,T3R1,Soil Preparation,Moldboard plow
5/12/1997,T1,T1R1,Soil Preparation,three bottom moldboard plow
5/12/1997,T4,T4R1,Soil Preparation,disk
5/10/1997,T4,T4R1,Soil Preparation,Moldboard plow
5/7/1997,T3,T3R1,Weed control,unknown
5/7/1997,T4,T4R1,Soil Preparation,Moldboard plow
5/6/1997,T6,T6R1,Fertilizer application,unknown
4/10/1997,T1,T1R1,Fertilizer application,unknown
4/10/1997,T2,T2R1,Fertilizer application,unknown
4/10/1997,T3,T3R1,Fertilizer application,bulk spreader
4/9/1997,T1,T1R1,Fertilizer application,unknown
4/9/1997,T2,T2R1,Fertilizer application,unknown
4/4/1997,T1,T1R1,Harvest,flail mower
4/4/1997,T3,T3R1,Harvest,flail mower
4/4/1997,T4,T4R1,Harvest,flail mower
2/1/1997,T7,T7R1,Harvest,unknown
12/5/1996,T8,T8R1,Weed control,mower
11/3/1996,T2,T2R1,Harvest,unknown
11/3/1996,T3,T3R1,Harvest,unknown
11/3/1996,T4,T4R1,Harvest,unknown
11/2/1996,T1,T1R1,Harvest,unknown
8/14/1996,T6,T6R1,Harvest,baler
8/14/1996,T6,T6R1,Harvest,rake
8/14/1996,T6,T6R1,Harvest,baler
8/12/1996,T6,T6R1,Harvest,John Deere Haybine
8/12/1996,T6,T6R1,Harvest,haybine
7/23/1996,T6,T6R1,Pesticide application,unknown
7/15/1996,T5,T5R1,Weed control,broadcast sprayer
7/12/1996,T5,T5R1,Weed control,broadcast sprayer
7/10/1996,T5,T5R1,Weed control,broadcast sprayer
7/2/1996,T6,T6R1,Harvest,chopper? for chopping...
7/2/1996,T6,T6R1,Harvest,chopper? for chopping...
7/1/1996,T1,T1R1,Harvest,haybine
7/1/1996,T2,T2R1,Harvest,haybine
7/1/1996,T6,T6R1,Harvest,haybine
6/28/1996,T2,T2R1,Fertilizer application,Gandy Orbit-Air (15' boom)
6/28/1996,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/28/1996,T3,T3R1,Planting,Gandy Orbit-Air (15' boom)
6/28/1996,T4,T4R1,Planting,Gandy Orbit-Air (15' boom)
6/27/1996,T1,T1R1,Fertilizer application,Gandy Orbit-Air (15' boom)
6/27/1996,T1,T1R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/26/1996,T1,T1R1,Weed control,bander
6/26/1996,T2,T2R1,Weed control,bander
6/26/1996,T3,T3R1,Fertilizer application,unknown
6/26/1996,T3,T3R1,Weed control,bander
6/26/1996,T4,T4R1,Weed control,bander
6/26/1996,T6,T6R1,Weed control,bander
6/23/1996,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/23/1996,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/20/1996,T3,T3R1,Weed control,Hiniker between-row cultivator
6/20/1996,T3,T3R1,Weed control,Hiniker between-row cultivator
6/20/1996,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/14/1996,T1,T1R1,Weed control,broadcast sprayer
6/14/1996,T2,T2R1,Weed control,broadcast sprayer
6/14/1996,T2,T2R1,Weed control,broadcast sprayer
6/14/1996,T6,T6R1,Fertilizer application,broadcast sprayer
6/13/1996,T3,T3R1,Soil Preparation,broadcast sprayer
6/13/1996,T3,T3R1,Weed control,broadcast sprayer
6/13/1996,T4,T4R1,Soil Preparation,row cultivator --type unknown
6/13/1996,T6,T6R1,Fertilizer application,broadcast sprayer
6/11/1996,T3,T3R1,Weed control,broadcast sprayer
6/11/1996,T4,T4R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/5/1996,T3,T3R1,Soil Preparation,Rotary Hoe
6/5/1996,T4,T4R1,Soil Preparation,Rotary Hoe
6/5/1996,T6,T6R1,Harvest,chopper? for chopping...
6/3/1996,T6,T6R1,Harvest,haybine
6/2/1996,T6,T6R1,Harvest,New Holland 1469 - Haybiner
5/29/1996,T4,T4R1,Soil Preparation,Rotary Hoe
5/22/1996,T3,T3R1,Soil Preparation,Rotary Hoe
5/22/1996,T3,T3R1,Weed control,broadcast sprayer
5/22/1996,T3,T3R1,Soil Preparation,Rotary Hoe
5/22/1996,T4,T4R1,Soil Preparation,Rotary Hoe
5/22/1996,T4,T4R1,Soil Preparation,Rotary Hoe
5/21/1996,T1,T1R1,Weed control,row cultivator --type unknown
5/17/1996,T2,T2R1,Planting,Buffalo no-till planter
5/17/1996,T2,T2R1,Fertilizer application,planter 
5/14/1996,T1,T1R1,Fertilizer application,planter 
5/14/1996,T1,T1R1,Soil Preparation,Buffalo no-till planter
5/14/1996,T1,T1R1,Planting,row cultivator --type unknown
5/14/1996,T1,T1R1,Fertilizer application,row cultivator --type unknown
5/14/1996,T1,T1R1,Fertilizer application,Buffalo no-till planter
5/14/1996,T1,T1R1,Weed control,row cultivator --type unknown
5/14/1996,T1,T1R1,Planting,Buffalo no-till planter
5/14/1996,T1,T1R1,Soil Preparation,row cultivator --type unknown
5/14/1996,T3,T3R1,Fertilizer application,row cultivator --type unknown
5/14/1996,T3,T3R1,Soil Preparation,row cultivator --type unknown
5/14/1996,T3,T3R1,Soil Preparation,Buffalo no-till planter
5/14/1996,T3,T3R1,Fertilizer application,unknown
5/14/1996,T3,T3R1,Fertilizer application,Buffalo no-till planter
5/14/1996,T3,T3R1,Planting,row cultivator --type unknown
5/14/1996,T3,T3R1,Planting,Buffalo no-till planter
5/14/1996,T3,T3R1,Weed control,row cultivator --type unknown
5/13/1996,T2,T2R1,Weed control,unknown
5/13/1996,T2,T2R1,Weed control,unknown
5/13/1996,T4,T4R1,Soil Preparation,row cultivator --type unknown
5/13/1996,T4,T4R1,Weed control,row cultivator --type unknown
5/13/1996,T4,T4R1,Soil Preparation,unknown
5/13/1996,T4,T4R1,Planting,row cultivator --type unknown
5/13/1996,T4,T4R1,Planting,unknown
5/7/1996,T4,T4R1,Soil Preparation,disk
5/6/1996,T1,T1R1,Soil Preparation,disk
5/6/1996,T3,T3R1,Soil Preparation,disk
4/28/1996,T3,T3R1,Soil Preparation,JD plow 
4/28/1996,T3,T3R1,Soil Preparation,White roll-over plow
4/28/1996,T3,T3R1,Soil Preparation,Moldboard plow
4/28/1996,T4,T4R1,Soil Preparation,JD plow 
4/28/1996,T4,T4R1,Soil Preparation,White roll-over plow
4/28/1996,T4,T4R1,Soil Preparation,Moldboard plow
4/18/1996,T1,T1R1,Soil Preparation,Moldboard plow
3/7/1996,T3,T3R1,Fertilizer application,bulk spreader
3/4/1996,T1,T1R1,Fertilizer application,spreader
3/4/1996,T2,T2R1,Fertilizer application,spreader
11/30/1995,T8,T8R1,Weed control,mower
10/12/1995,T6,T6R1,Harvest,baler
10/9/1995,T6,T6R1,Harvest,chopper? for chopping...
10/8/1995,T2,T2R1,Weed control,broadcast sprayer
9/18/1995,T1,T1R1,Weed control,broadcast sprayer
9/18/1995,T2,T2R1,Weed control,broadcast sprayer
9/15/1995,T2,T2R1,Weed control,broadcast sprayer
9/6/1995,T3,T3R1,Weed control,John Deere Rotary Mower
9/6/1995,T4,T4R1,Weed control,John Deere Rotary Mower
8/25/1995,T6,T6R1,Harvest,baler
8/21/1995,T6,T6R1,Harvest,chopper? for chopping...
8/9/1995,T4,T4R1,Harvest,baler
8/8/1995,T3,T3R1,Harvest,baler
8/7/1995,T1,T1R1,Harvest,baler
8/7/1995,T2,T2R1,Harvest,baler
7/29/1995,T4,T4R1,Harvest,combine
7/27/1995,T3,T3R1,Harvest,combine
7/26/1995,T2,T2R1,Harvest,combine
7/22/1995,T1,T1R1,Harvest,combine
7/11/1995,T6,T6R1,Harvest,chopper? for chopping...
6/2/1995,T6,T6R1,Fertilizer application,unknown
6/1/1995,T6,T6R1,Harvest,chopper? for chopping...
5/31/1995,T6,T6R1,Harvest,haybine
5/21/1995,T1,T1R1,Weed control,unknown
5/6/1995,T1,T1R1,Fertilizer application,8002 Flat Fan Nozzles
5/6/1995,T2,T2R1,Fertilizer application,8002 Flat Fan Nozzles
4/20/1995,T3,T3R1,Fertilizer application,unknown
4/17/1995,T1,T1R1,Fertilizer application,unknown
4/17/1995,T2,T2R1,Fertilizer application,unknown
3/9/1995,T3,T3R1,Planting,Gandy Orbit-Air (15' boom)
3/9/1995,T4,T4R1,Planting,Gandy Orbit-Air (15' boom)
12/1/1994,T8,T8R1,Weed control,flail mower
10/25/1994,T4,T4R1,Planting,John Deere 750 10' no-till drill
10/25/1994,T4,T4R1,Soil Preparation,soil finisher --type unknown
10/24/1994,T4,T4R1,Soil Preparation,Chisel plow --type unknown
10/18/1994,T3,T3R1,Planting,John Deere 750 10' no-till drill
10/18/1994,T3,T3R1,Soil Preparation,soil finisher --type unknown
10/17/1994,T3,T3R1,Soil Preparation,Chisel plow --type unknown
10/17/1994,T4,T4R1,Harvest,JD Combine
10/15/1994,T3,T3R1,Harvest,JD Combine
10/13/1994,T1,T1R1,Planting,John Deere 750 10' no-till drill
10/12/1994,T1,T1R1,Soil Preparation,Chisel plow --type unknown
10/12/1994,T2,T2R1,Planting,unknown
10/11/1994,T1,T1R1,Harvest,combine
10/6/1994,T2,T2R1,Harvest,combine
9/9/1994,T6,T6R1,Harvest,baler
9/8/1994,T6,T6R1,Harvest,baler
9/8/1994,T6,T6R1,Harvest,rake
9/7/1994,T6,T6R1,Harvest,rake
9/1/1994,T6,T6R1,Harvest,haybine
7/29/1994,T6,T6R1,Pesticide application,broadcast sprayer
7/27/1994,T6,T6R1,Fertilizer application,bulk spreader
7/19/1994,T6,T6R1,Harvest,baler
7/14/1994,T6,T6R1,Harvest,rake
7/12/1994,T6,T6R1,Harvest,rake
7/11/1994,T6,T6R1,Harvest,haybine
7/1/1994,T3,T3R1,Weed control,Hiniker between-row cultivator
7/1/1994,T4,T4R1,Weed control,Hiniker between-row cultivator
6/17/1994,T3,T3R1,Weed control,row cultivator --type unknown
6/16/1994,T4,T4R1,Weed control,row cultivator --type unknown
6/16/1994,T6,T6R1,Weed control,broadcast sprayer
6/9/1994,T3,T3R1,Weed control,broadcast sprayer
6/9/1994,T3,T3R1,Weed control,broadcast sprayer
6/7/1994,T1,T1R1,Soil Preparation,Rotary Hoe
6/1/1994,T3,T3R1,Weed control,Rotary Hoe
6/1/1994,T3,T3R1,Soil Preparation,Rotary Hoe
6/1/1994,T4,T4R1,Weed control,Rotary Hoe
6/1/1994,T4,T4R1,Soil Preparation,Rotary Hoe
5/23/1994,T2,T2R1,Weed control,broadcast sprayer
5/23/1994,T2,T2R1,Weed control,broadcast sprayer
5/20/1994,T2,T2R1,Planting,unknown
5/18/1994,T1,T1R1,Planting,Tye Drill
5/17/1994,T4,T4R1,Soil Preparation,row cultivator --type unknown
5/17/1994,T4,T4R1,Soil Preparation,cultipacker
5/17/1994,T4,T4R1,Planting,unknown
5/16/1994,T1,T1R1,Soil Preparation,cultipacker
5/16/1994,T1,T1R1,Soil Preparation,row cultivator --type unknown
5/16/1994,T3,T3R1,Planting,Buffalo planter
5/14/1994,T2,T2R1,Weed control,broadcast sprayer
5/13/1994,T1,T1R1,Soil Preparation,disk
5/12/1994,T3,T3R1,Soil Preparation,cultipacker
5/12/1994,T3,T3R1,Soil Preparation,row cultivator --type unknown
5/9/1994,T3,T3R1,Soil Preparation,Moldboard plow
5/9/1994,T4,T4R1,Soil Preparation,Moldboard plow
4/21/1994,T6,T6R1,Planting,Tye Drill
4/18/1994,T3,T3R1,Soil Preparation,disk
4/18/1994,T4,T4R1,Soil Preparation,disk
4/7/1994,T3,T3R1,Harvest,flail mower
4/7/1994,T4,T4R1,Harvest,flail mower
11/22/1993,T1,T1R1,Harvest,flail mower
11/22/1993,T2,T2R1,Harvest,flail mower
11/18/1993,T4,T4R1,Harvest,combine
11/9/1993,T1,T1R1,Harvest,combine
11/9/1993,T2,T2R1,Harvest,combine
11/8/1993,T1,T1R1,Harvest,John Deere 4425 combine
11/6/1993,T4,T4R1,Harvest,combine
11/2/1993,T3,T3R1,Harvest,combine
10/29/1993,T3,T3R1,Harvest,combine
10/18/1993,T6,T6R1,Fertilizer application,unknown
10/13/1993,T1,T1R1,Soil Preparation,soil finisher --type unknown
10/5/1993,T6,T6R1,Fertilizer application,broadcast sprayer
9/1/1993,T6,T6R1,Harvest,New Holland 1469 - Haybiner
8/27/1993,T6,T6R1,Harvest,haybine
8/17/1993,T3,T3R1,Planting,broadcast sprayer
8/17/1993,T3,T3R1,Planting,Tye Drill
8/17/1993,T3,T3R1,Planting,high-boy (dairy)
8/17/1993,T4,T4R1,Planting,broadcast sprayer
8/17/1993,T4,T4R1,Planting,Tye Drill
8/17/1993,T4,T4R1,Planting,high-boy (dairy)
7/15/1993,T6,T6R1,Harvest,rake
7/15/1993,T6,T6R1,Harvest,baler
7/13/1993,T6,T6R1,Harvest,rake
7/12/1993,T3,T3R1,Weed control,row cultivator --type unknown
7/12/1993,T4,T4R1,Weed control,row cultivator --type unknown
7/12/1993,T4,T4R1,Soil Preparation,ridger...for ridging?
7/12/1993,T6,T6R1,Harvest,haybine
7/7/1993,T3,T3R1,Soil Preparation,Hiniker between-row cultivator
7/2/1993,T3,T3R1,Weed control,Hiniker between-row cultivator
7/1/1993,T1,T1R1,Fertilizer application,broadcast sprayer
7/1/1993,T2,T2R1,Fertilizer application,broadcast sprayer
6/30/1993,T1,T1R1,Fertilizer application,unknown
6/24/1993,T4,T4R1,Weed control,row cultivator --type unknown
6/17/1993,T4,T4R1,Weed control,row cultivator --type unknown
6/16/1993,T3,T3R1,Weed control,row cultivator --type unknown
6/3/1993,T1,T1R1,Weed control,broadcast sprayer
6/3/1993,T2,T2R1,Weed control,broadcast sprayer
6/3/1993,T3,T3R1,Soil Preparation,Rotary Hoe
6/3/1993,T4,T4R1,Soil Preparation,Rotary Hoe
5/28/1993,T6,T6R1,Fertilizer application,broadcast sprayer
5/26/1993,T6,T6R1,Harvest,chopper? for chopping...
5/25/1993,T6,T6R1,Harvest,haybine
5/20/1993,T3,T3R1,Soil Preparation,Rotary Hoe
5/20/1993,T4,T4R1,Soil Preparation,Rotary Hoe
5/14/1993,T3,T3R1,Fertilizer application,unknown
5/14/1993,T3,T3R1,Planting,unknown
5/14/1993,T4,T4R1,Planting,unknown
5/11/1993,T3,T3R1,Weed control,flail mower
5/11/1993,T4,T4R1,Weed control,flail mower
5/7/1993,T1,T1R1,Soil Preparation,row cultivator --type unknown
5/7/1993,T1,T1R1,Planting,unknown
5/7/1993,T1,T1R1,Soil Preparation,disk
5/7/1993,T2,T2R1,Planting,unknown
5/6/1993,T1,T1R1,Soil Preparation,disk
5/6/1993,T2,T2R1,Pesticide application,broadcast sprayer
5/1/1993,T2,T2R1,Weed control,broadcast sprayer
4/28/1993,T1,T1R1,Soil Preparation,Moldboard plow
4/27/1993,T1,T1R1,Soil Preparation,plow --type unknown
4/27/1993,T1,T1R1,Fertilizer application,broadcast sprayer
4/27/1993,T2,T2R1,Fertilizer application,broadcast sprayer
4/27/1993,T3,T3R1,Fertilizer application,broadcast sprayer
10/27/1992,T2,T2R1,Harvest,combine
10/26/1992,T1,T1R1,Harvest,combine
10/2/1992,T6,T6R1,Harvest,chopper? for chopping...
10/1/1992,T6,T6R1,Harvest,haybine
8/26/1992,T3,T3R1,Soil Preparation,ridger...for ridging?
8/26/1992,T3,T3R1,Planting,broadcast sprayer
8/24/1992,T3,T3R1,Weed control,flail mower
8/20/1992,T3,T3R1,Weed control,unknown
8/17/1992,T6,T6R1,Harvest,baler
8/14/1992,T6,T6R1,Harvest,rake
8/11/1992,T3,T3R1,Weed control,broadcast sprayer
8/11/1992,T6,T6R1,Harvest,haybine
8/6/1992,T4,T4R1,Soil Preparation,ridger...for ridging?
8/6/1992,T4,T4R1,Planting,broadcast sprayer
8/5/1992,T4,T4R1,Weed control,flail mower
7/27/1992,T3,T3R1,Harvest,baler
7/27/1992,T4,T4R1,Harvest,baler
7/21/1992,T3,T3R1,Harvest,combine
7/21/1992,T4,T4R1,Harvest,combine
7/9/1992,T6,T6R1,Harvest,chopper? for chopping...
7/7/1992,T6,T6R1,Harvest,haybine
6/3/1992,T6,T6R1,Fertilizer application,unknown
5/28/1992,T6,T6R1,Harvest,chopper? for chopping...
5/27/1992,T6,T6R1,Harvest,haybine
5/20/1992,T2,T2R1,Fertilizer application,broadcast sprayer
5/19/1992,T2,T2R1,Planting,unknown
5/18/1992,T1,T1R1,Soil Preparation,disk
5/18/1992,T1,T1R1,Soil Preparation,cultipacker
5/18/1992,T1,T1R1,Planting,unknown
5/18/1992,T1,T1R1,Weed control,broadcast sprayer
5/15/1992,T1,T1R1,Soil Preparation,disk
5/15/1992,T1,T1R1,Soil Preparation,Moldboard plow
5/15/1992,T2,T2R1,Weed control,unknown
11/1/1991,T8,T8R1,Weed control,flail mower
10/23/1991,T1,T1R1,Weed control,flail mower
