# Activity report,,,,
#,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/162,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/162.csv,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/7.eml,,,,
#,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,
# Use of the data constitutes acceptance of the terms.,,,,
#,,,,
#     VARIATE TABLE,,,,
"# Obs_date		observation date",,,,
"# Treatment		experimental treatment",,,,
"# Plot		plot where the activity occured",,,,
"# Observation_type		type of activity.",,,,
"# Equipment		equipment used during the activity.",,,,
#,,,,
#,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,
#,,,,
#,,,,
Obs_date,Treatment,Plot,Observation_type,Equipment
4/16/2016,T1,T1R1,Weed control,Top Air Sprayer
4/16/2016,T1,T1R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
4/16/2016,T1,T1R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
4/16/2016,T1,T1R1,Pesticide application,Top Air Sprayer
4/16/2016,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
4/16/2016,T2,T2R1,Weed control,Top Air Sprayer
4/16/2016,T2,T2R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
4/16/2016,T2,T2R1,Pesticide application,Top Air Sprayer
4/16/2016,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/16/2016,T8,T8ntR1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
4/16/2016,T8,T8ntR1,Pesticide application,Top Air Sprayer
4/16/2016,T8,T8ntR1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
4/16/2016,T8,T8ntR1,Weed control,Top Air Sprayer
4/15/2016,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
4/15/2016,T3,T3R1,Weed control,Top Air Sprayer
4/15/2016,T3,T3R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
4/15/2016,T3,T3R1,Pesticide application,Top Air Sprayer
4/15/2016,T6,T6R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/15/2016,T8,T8ntR1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/5/2016,T1,T1R1,Fertilizer application,Gandy Orbit-Air (30' boom)
3/30/2016,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
3/29/2016,T6,T6R1,Weed control,Top Air Sprayer
3/29/2016,T6,T6R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
3/29/2016,T6,T6R1,Pesticide application,Top Air Sprayer
3/29/2016,T6,T6R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
3/23/2016,T4,T4R1,Planting,Gandy Orbit-Air (15' boom)
3/22/2016,T8,T8ntR1,Fertilizer application,Chafer Stream Bars
3/22/2016,T8,T8ntR1,Fertilizer application,Top Air Sprayer
3/21/2016,T1,T1R1,Fertilizer application,Chafer Stream Bars
3/21/2016,T1,T1R1,Fertilizer application,Top Air Sprayer
3/21/2016,T2,T2R1,Fertilizer application,Chafer Stream Bars
3/21/2016,T2,T2R1,Fertilizer application,Top Air Sprayer
3/21/2016,T3,T3R1,Fertilizer application,Chafer Stream Bars
3/21/2016,T3,T3R1,Fertilizer application,Top Air Sprayer
10/23/2015,T4,T4R1,Planting,John Deere 1590 15' no-till drill
10/22/2015,T4,T4R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/21/2015,T4,T4R1,Soil Preparation,John Deere 714 Chisel plow
10/20/2015,T4,T4R1,Harvest,Truck #1271 (Blue/White)
10/20/2015,T4,T4R1,Harvest,John Deere  9410 combine
10/20/2015,T4,T4R1,Harvest,Truck #1270 (White/Green)
10/20/2015,T4,T4R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/20/2015,T8,T8ntR1,Planting,John Deere 1590 15' no-till drill
10/19/2015,T8,T8ntR1,Harvest,Truck #1271 (Blue/White)
10/19/2015,T8,T8ntR1,Harvest,Kincaid 8XP Plot Combine
10/9/2015,T6,T6R1,Planting,John Deere 1590 15' no-till drill
10/7/2015,T3,T3R1,Planting,John Deere 1590 15' no-till drill
10/6/2015,T1,T1R1,Planting,John Deere 1590 15' no-till drill
10/6/2015,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/5/2015,T1,T1R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/5/2015,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
10/5/2015,T6,T6R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
10/5/2015,T6,T6R1,Pesticide application,Top Air Sprayer
10/5/2015,T6,T6R1,Weed control,Top Air Sprayer
10/5/2015,T6,T6R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
10/3/2015,T1,T1R1,Soil Preparation,John Deere 714 Chisel plow
10/2/2015,T2,T2R1,Planting,John Deere 1590 15' no-till drill
10/1/2015,T8,T8R1,Mowing,John Deere 115 15' flail mower
9/30/2015,T1,T1R1,Harvest,Truck #892 (Blue/Red)
9/30/2015,T1,T1R1,Harvest,Truck #1271 (Blue/White)
9/30/2015,T1,T1R1,Harvest,Truck #1270 (White/Green)
9/30/2015,T1,T1R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
9/30/2015,T1,T1R1,Harvest,John Deere  9410 combine
9/30/2015,T2,T2R1,Harvest,John Deere  9410 combine
9/30/2015,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
9/30/2015,T2,T2R1,Harvest,Truck #1271 (Blue/White)
9/30/2015,T2,T2R1,Harvest,Truck #892 (Blue/Red)
9/30/2015,T2,T2R1,Harvest,Truck #1270 (White/Green)
9/30/2015,T3,T3R1,Harvest,Truck #892 (Blue/Red)
9/30/2015,T3,T3R1,Harvest,Truck #1270 (White/Green)
9/30/2015,T3,T3R1,Harvest,Truck #1271 (Blue/White)
9/30/2015,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
9/30/2015,T3,T3R1,Harvest,John Deere  9410 combine
8/21/2015,T6,T6R1,Pesticide application,Top Air Sprayer
8/21/2015,T6,T6R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
8/21/2015,T6,T6R1,Weed control,Top Air Sprayer
8/21/2015,T6,T6R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
8/7/2015,T6,T6R1,Mowing,John Deere 115 15' flail mower
7/29/2015,T8,T8ntR1,Pesticide application,Top Air Sprayer
7/29/2015,T8,T8ntR1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
7/29/2015,T8,T8ntR1,Weed control,Top Air Sprayer
7/29/2015,T8,T8ntR1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
7/23/2015,T1,T1R1,Pesticide application,Top Air Sprayer
7/23/2015,T1,T1R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
7/23/2015,T1,T1R1,Weed control,Top Air Sprayer
7/23/2015,T1,T1R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
7/23/2015,T2,T2R1,Pesticide application,Top Air Sprayer
7/23/2015,T2,T2R1,Weed control,Top Air Sprayer
7/23/2015,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
7/23/2015,T2,T2R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
7/22/2015,T4,T4R1,Weed control,John Deere 856 15' 6 row S-tine row crop cultivator 
7/6/2015,T4,T4R1,Weed control,John Deere 856 15' 6 row S-tine row crop cultivator 
7/1/2015,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
7/1/2015,T3,T3R1,Pesticide application,Top Air Sprayer
7/1/2015,T3,T3R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
7/1/2015,T3,T3R1,Weed control,Top Air Sprayer
6/30/2015,T4,T4R1,Weed control,John Deere 856 15' 6 row S-tine row crop cultivator 
6/23/2015,T6,T6R1,Harvest,"John Deere 4995 Discbine with 14'6"" cutting head"
6/22/2015,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/11/2015,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/10/2015,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/10/2015,T8,T8ntR1,Planting,John Deere 1730 Maxemerge Plus Planter
6/4/2015,T4,T4R1,Planting,John Deere 1730 Maxemerge Plus Planter
6/4/2015,T4,T4R1,Soil Preparation,John Deere 970 12 ft Cultimulcher
6/3/2015,T4,T4R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
6/3/2015,T8,T8ntR1,Pesticide application,Turbo TeeJet 11002 Flat Fan Nozzles
6/3/2015,T8,T8ntR1,Weed control,Turbo TeeJet 11002 Flat Fan Nozzles
6/3/2015,T8,T8ntR1,Weed control,Top Air Sprayer
6/3/2015,T8,T8ntR1,Pesticide application,Top Air Sprayer
5/23/2015,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/23/2015,T4,T4R1,Soil Preparation,John Deere 714 Chisel plow
5/22/2015,T1,T1R1,Weed control,Turbo TeeJet 11002 Flat Fan Nozzles
5/22/2015,T1,T1R1,Weed control,Top Air Sprayer
5/22/2015,T1,T1R1,Pesticide application,Turbo TeeJet 11002 Flat Fan Nozzles
5/22/2015,T1,T1R1,Pesticide application,Top Air Sprayer
5/22/2015,T2,T2R1,Pesticide application,Top Air Sprayer
5/22/2015,T2,T2R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
5/22/2015,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/22/2015,T2,T2R1,Weed control,Top Air Sprayer
5/22/2015,T3,T3R1,Soil Preparation,John Deere 970 12 ft Cultimulcher
5/22/2015,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/22/2015,T6,T6R1,Harvest,Wagon - Richardton 700 Forage Dump Wagon
5/22/2015,T6,T6R1,Harvest,New Holland FP230 Forage Harvester - Pull Type
5/22/2015,T6,T6R1,Harvest,Truck #1271 (Blue/White)
5/21/2015,T6,T6R1,Harvest,"John Deere 4995 Discbine with 14'6"" cutting head"
5/21/2015,T6,T6R1,Mowing,"John Deere 4995 Discbine with 14'6"" cutting head"
5/20/2015,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/20/2015,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
5/19/2015,T1,T1R1,Soil Preparation,John Deere 970 12 ft Cultimulcher
5/19/2015,T1,T1R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/18/2015,T1,T1R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/2/2015,T1,T1R1,Soil Preparation,John Deere 714 Chisel plow
4/23/2015,T6,T6R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/15/2015,T6,T6R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/14/2015,T1,T1R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/14/2015,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/14/2015,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/14/2015,T8,T8ntR1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/7/2015,T8,T8ntR1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/6/2015,T1,T1R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/6/2015,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/6/2015,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
11/7/2014,T1,T1R1,Mowing,John Deere 115 15' flail mower
11/7/2014,T2,T2R1,Mowing,John Deere 115 15' flail mower
11/7/2014,T3,T3R1,Mowing,John Deere 115 15' flail mower
11/7/2014,T3,T3R1,Planting,John Deere 1590 15' no-till drill
11/7/2014,T4,T4R1,Harvest,Truck #892 (Blue/Red)
11/7/2014,T4,T4R1,Harvest,Truck #1271 (Blue/White)
11/7/2014,T4,T4R1,Harvest,John Deere  9410 combine
11/7/2014,T4,T4R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
11/7/2014,T4,T4R1,Harvest,Truck #1270 (White/Green)
11/7/2014,T4,T4R1,Planting,John Deere 1590 15' no-till drill
11/7/2014,T4,T4R1,Mowing,John Deere 115 15' flail mower
11/7/2014,T8,T8ntR1,Mowing,John Deere 115 15' flail mower
11/5/2014,T3,T3R1,Harvest,John Deere  9410 combine
11/5/2014,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
11/5/2014,T3,T3R1,Harvest,Truck #1270 (White/Green)
11/5/2014,T3,T3R1,Harvest,Truck #1271 (Blue/White)
11/5/2014,T3,T3R1,Harvest,Truck #892 (Blue/Red)
10/30/2014,T1,T1R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/30/2014,T1,T1R1,Harvest,John Deere  9410 combine
10/30/2014,T1,T1R1,Harvest,Wagon
10/30/2014,T1,T1R1,Harvest,Truck #1271 (Blue/White)
10/30/2014,T1,T1R1,Harvest,Truck #1270 (White/Green)
10/30/2014,T1,T1R1,Harvest,Truck #892 (Blue/Red)
10/30/2014,T2,T2R1,Harvest,Truck #1271 (Blue/White)
10/30/2014,T2,T2R1,Harvest,Wagon
10/30/2014,T2,T2R1,Harvest,Truck #1270 (White/Green)
10/30/2014,T2,T2R1,Harvest,Truck #892 (Blue/Red)
10/30/2014,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/30/2014,T2,T2R1,Harvest,John Deere  9410 combine
10/29/2014,T8,T8ntR1,Harvest,Kincaid 8XP Plot Combine
10/27/2014,T8,T8R1,Mowing,John Deere 115 15' flail mower
8/27/2014,T6,T6R1,Fertilizer application,Gandy Orbit-Air (30' boom)
8/15/2014,T6,T6R1,Fertilizer application,Gandy Orbit-Air (30' boom)
8/10/2014,T6,T6R1,Harvest,New Holland 1469 - Haybiner
8/10/2014,T6,T6R1,Harvest,New Holland 1038 Stackliner (Bale Stacker)
8/9/2014,T6,T6R1,Harvest,"New Holland 258 Rake - double rakes, left hand delivery."
8/9/2014,T6,T6R1,Harvest,"New Holland 258 Rake - single rake, left hand delivery."
8/8/2014,T6,T6R1,Harvest,"Hay Tedder (Sitrex 2-rotor, rotary tedder)"
8/6/2014,T6,T6R1,Harvest,"John Deere 4995 Discbine with 14'6"" cutting head"
8/6/2014,T6,T6R1,Mowing,"John Deere 4995 Discbine with 14'6"" cutting head"
7/6/2014,T4,T4R1,Weed control,John Deere 856 15' 6 row S-tine row crop cultivator 
7/3/2014,T6,T6R1,Harvest,Truck #1270 (White/Green)
7/3/2014,T6,T6R1,Harvest,Wagon - Richardton 700 Forage Dump Wagon
7/3/2014,T6,T6R1,Harvest,New Holland FP230 Forage Harvester - Pull Type
7/3/2014,T6,T6R1,Harvest,"New Holland 258 Rake - double rakes, left hand delivery."
7/2/2014,T6,T6R1,Harvest,"John Deere 4995 Discbine with 14'6"" cutting head"
6/28/2014,T4,T4R1,Weed control,John Deere 856 15' 6 row S-tine row crop cultivator 
6/27/2014,T3,T3R1,Weed control,John Deere 856 15' 6 row S-tine row crop cultivator 
6/18/2014,T2,T2R1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
6/18/2014,T8,T8ntR1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
6/17/2014,T1,T1R1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
6/10/2014,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/6/2014,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/4/2014,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
6/2/2014,T4,T4R1,Weed control,Yetter 3415 MT 15' Rotary Hoe
5/31/2014,T4,T4R1,Soil Preparation,John Deere 970 12 ft Cultimulcher
5/31/2014,T4,T4R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/30/2014,T4,T4R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/30/2014,T6,T6R1,Harvest,"John Deere 4995 Discbine with 14'6"" cutting head"
5/30/2014,T6,T6R1,Mowing,"John Deere 4995 Discbine with 14'6"" cutting head"
5/29/2014,T4,T4R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/24/2014,T1,T1R1,Pesticide application,Top Air Sprayer
5/24/2014,T1,T1R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
5/24/2014,T1,T1R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/24/2014,T1,T1R1,Weed control,Top Air Sprayer
5/24/2014,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/24/2014,T3,T3R1,Weed control,Top Air Sprayer
5/24/2014,T3,T3R1,Pesticide application,Top Air Sprayer
5/24/2014,T3,T3R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
5/24/2014,T3,T3R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/24/2014,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/23/2014,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/23/2014,T3,T3R1,Soil Preparation,Disc: Krause 2204A Tandem Rock Flex 14 ft  Wheel Disc
5/23/2014,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/22/2014,T4,T4R1,Soil Preparation,John Deere 714 Chisel plow
5/21/2014,T2,T2R1,Weed control,Top Air Sprayer
5/21/2014,T2,T2R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
5/21/2014,T2,T2R1,Pesticide application,Top Air Sprayer
5/21/2014,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/21/2014,T4,T4R1,Mowing,John Deere 115 15' flail mower
5/21/2014,T8,T8ntR1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/21/2014,T8,T8ntR1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
5/21/2014,T8,T8ntR1,Pesticide application,Top Air Sprayer
5/21/2014,T8,T8ntR1,Weed control,Top Air Sprayer
5/20/2014,T1,T1R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/20/2014,T1,T1R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/20/2014,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/20/2014,T2,T2R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/20/2014,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
5/20/2014,T3,T3R1,Mowing,John Deere 115 15' flail mower
5/19/2014,T8,T8ntR1,Planting,John Deere 1730 Maxemerge Plus Planter
5/19/2014,T8,T8ntR1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/12/2014,T1,T1R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/12/2014,T1,T1R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/12/2014,T1,T1R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/10/2014,T2,T2R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/10/2014,T2,T2R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/6/2014,T2,T2R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
5/6/2014,T2,T2R1,Weed control,Top Air Sprayer
5/6/2014,T2,T2R1,Pesticide application,Top Air Sprayer
5/6/2014,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/5/2014,T1,T1R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/5/2014,T8,T8ntR1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/5/2014,T8,T8ntR1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
5/5/2014,T8,T8ntR1,Weed control,Top Air Sprayer
5/5/2014,T8,T8ntR1,Pesticide application,Top Air Sprayer
4/24/2014,T8,T8ntR1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/23/2014,T1,T1R1,Soil Preparation,John Deere 714 Chisel plow
4/21/2014,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/21/2014,T6,T6R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/18/2014,T1,T1R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/18/2014,T2,T2R1,Fertilizer application,Gandy Orbit-Air (30' boom)
9/12/2013,T8,T8R1,Mowing,John Deere 115 15' flail mower
9/10/2013,T4,T4R1,Mowing,John Deere 115 15' flail mower
8/29/2013,T1,T1R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
8/29/2013,T1,T1R1,Pesticide application,Top Air Sprayer
8/29/2013,T1,T1R1,Weed control,Top Air Sprayer
8/29/2013,T1,T1R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
8/29/2013,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
8/29/2013,T2,T2R1,Weed control,Top Air Sprayer
8/28/2013,T8,T8ntR1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
8/28/2013,T8,T8ntR1,Weed control,Top Air Sprayer
8/21/2013,T6,T6R1,Harvest,New Holland Baler
8/21/2013,T6,T6R1,Harvest,New Holland 1038 Stackliner (Bale Stacker)
8/21/2013,T6,T6R1,Harvest,"New Holland 258 Rake - single rake, left hand delivery."
8/21/2013,T6,T6R1,Harvest,"New Holland 260 Rake - single rake, right hand delivery."
8/20/2013,T1,T1R1,Weed control,John Deere 115 15' flail mower
8/20/2013,T1,T1R1,Pesticide application,John Deere 115 15' flail mower
8/20/2013,T1,T1R1,Mowing,John Deere 115 15' flail mower
8/20/2013,T2,T2R1,Pesticide application,John Deere 115 15' flail mower
8/20/2013,T2,T2R1,Mowing,John Deere 115 15' flail mower
8/20/2013,T2,T2R1,Weed control,John Deere 115 15' flail mower
8/20/2013,T6,T6R1,Harvest,"New Holland 258 Rake - single rake, left hand delivery."
8/20/2013,T6,T6R1,Harvest,"New Holland 260 Rake - single rake, right hand delivery."
8/20/2013,T8,T8ntR1,Pesticide application,John Deere 115 15' flail mower
8/20/2013,T8,T8ntR1,Weed control,John Deere 115 15' flail mower
8/20/2013,T8,T8ntR1,Mowing,John Deere 115 15' flail mower
8/19/2013,T6,T6R1,Harvest,"New Holland 260 Rake - single rake, right hand delivery."
8/19/2013,T6,T6R1,Harvest,"New Holland 258 Rake - single rake, left hand delivery."
8/16/2013,T3,T3R1,Planting,John Deere 750 10' no-till drill
8/16/2013,T6,T6R1,Harvest,"John Deere 4995 Discbine with 14'6"" cutting head"
8/10/2013,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
8/10/2013,T3,T3R1,Weed control,Top Air Sprayer
7/25/2013,T1,T1R1,Harvest,John Deere 385 round baler
7/25/2013,T1,T1R1,Harvest,truck - for hauling
7/25/2013,T2,T2R1,Harvest,truck - for hauling
7/25/2013,T2,T2R1,Harvest,John Deere 385 round baler
7/24/2013,T1,T1R1,Harvest,Truck #1271 (Blue/White)
7/24/2013,T1,T1R1,Harvest,John Deere  9410 combine
7/24/2013,T1,T1R1,Harvest,Truck #892 (Blue/Red)
7/24/2013,T1,T1R1,Harvest,Truck #1270 (White/Green)
7/24/2013,T1,T1R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/24/2013,T2,T2R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/24/2013,T2,T2R1,Harvest,Truck #1270 (White/Green)
7/24/2013,T2,T2R1,Harvest,Truck #1271 (Blue/White)
7/24/2013,T2,T2R1,Harvest,Truck #892 (Blue/Red)
7/24/2013,T2,T2R1,Harvest,John Deere  9410 combine
7/24/2013,T8,T8ntR1,Harvest,Kincaid 8XP Plot Combine
7/19/2013,T3,T3R1,Observation,Truck #892 (Blue/Red)
7/19/2013,T3,T3R1,Observation,Truck #1271 (Blue/White)
7/19/2013,T3,T3R1,Observation,John Deere  9410 combine
7/19/2013,T3,T3R1,Observation,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/19/2013,T3,T3R1,Observation,10' Tye ‘Series 5’ grain drill 
7/19/2013,T3,T3R1,Observation,Truck #1270 (White/Green)
7/19/2013,T3,T3R1,Harvest,Truck #892 (Blue/Red)
7/19/2013,T3,T3R1,Harvest,Truck #1271 (Blue/White)
7/19/2013,T3,T3R1,Harvest,Truck #1270 (White/Green)
7/19/2013,T3,T3R1,Harvest,10' Tye ‘Series 5’ grain drill 
7/19/2013,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/19/2013,T3,T3R1,Harvest,John Deere  9410 combine
7/19/2013,T4,T4R1,Observation,Truck #1270 (White/Green)
7/19/2013,T4,T4R1,Observation,John Deere  9410 combine
7/19/2013,T4,T4R1,Observation,Truck #892 (Blue/Red)
7/19/2013,T4,T4R1,Harvest,John Deere  9410 combine
7/19/2013,T4,T4R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/19/2013,T4,T4R1,Harvest,10' Tye ‘Series 5’ grain drill 
7/19/2013,T4,T4R1,Harvest,Truck #1270 (White/Green)
7/19/2013,T4,T4R1,Harvest,Truck #1271 (Blue/White)
7/19/2013,T4,T4R1,Harvest,Truck #892 (Blue/Red)
7/19/2013,T4,T4R1,Observation,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/19/2013,T4,T4R1,Observation,10' Tye ‘Series 5’ grain drill 
7/19/2013,T4,T4R1,Observation,Truck #1271 (Blue/White)
7/13/2013,T6,T6R1,Fertilizer application,Gandy Orbit-Air (30' boom)
7/11/2013,T6,T6R1,Harvest,"John Deere 4995 Discbine with 14'6"" cutting head"
7/11/2013,T6,T6R1,Mowing,"John Deere 4995 Discbine with 14'6"" cutting head"
6/5/2013,T6,T6R1,Harvest,Truck #1270 (White/Green)
6/5/2013,T6,T6R1,Harvest,Truck #1271 (Blue/White)
6/5/2013,T6,T6R1,Harvest,John Deere 7350 Self-propelled forage harvester/chopper
6/4/2013,T6,T6R1,Harvest,"John Deere 4995 Discbine with 14'6"" cutting head"
6/4/2013,T6,T6R1,Mowing,"John Deere 4995 Discbine with 14'6"" cutting head"
5/17/2013,T2,T2R1,Weed control,Top Air Sprayer
5/17/2013,T2,T2R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/16/2013,T8,T8ntR1,Fertilizer application,Top Air Sprayer
5/16/2013,T8,T8ntR1,Fertilizer application,TurboTeeJet 11003 Flat Fan Nozzle
5/3/2013,T3,T3R1,Fertilizer application,Top Air Sprayer
5/3/2013,T3,T3R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
5/2/2013,T1,T1R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
5/2/2013,T1,T1R1,Fertilizer application,Top Air Sprayer
5/2/2013,T2,T2R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
5/2/2013,T2,T2R1,Fertilizer application,Top Air Sprayer
5/2/2013,T8,T8ntR1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/2/2013,T8,T8ntR1,Weed control,Top Air Sprayer
5/1/2013,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/1/2013,T3,T3R1,Weed control,Top Air Sprayer
4/29/2013,T1,T1R1,Weed control,Top Air Sprayer
4/29/2013,T1,T1R1,Pesticide application,Top Air Sprayer
4/29/2013,T1,T1R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
4/29/2013,T1,T1R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
